epoch 	 learning_rate 	 loss
1	0.0010000000474974513	8.146139144897461
2	0.0010000000474974513	5.391891956329346
3	0.0010000000474974513	2.9602103233337402
4	0.0010000000474974513	1.2645812034606934
5	0.0010000000474974513	0.3174888789653778
6	0.0010000000474974513	-0.03325703367590904
7	0.0010000000474974513	0.007291391491889954
8	0.0010000000474974513	0.23771284520626068
9	0.0010000000474974513	0.4941733479499817
100	0.0010000000474974513	-1.1975111961364746
200	0.0010000000474974513	-1.2762293815612793
300	0.0010000000474974513	-1.2943477630615234
400	0.0010000000474974513	-1.3007029294967651
500	0.0010000000474974513	-1.303388237953186
600	0.0010000000474974513	-1.3046497106552124
700	0.0010000000474974513	-1.3052924871444702
800	0.0010000000474974513	-1.3056474924087524
900	0.0010000000474974513	-1.3058620691299438
1000	0.0010000000474974513	-1.3060061931610107
1100	0.0010000000474974513	-1.3061139583587646
1200	0.0010000000474974513	-1.30620276927948
1300	0.0010000000474974513	-1.3062814474105835
1400	0.0010000000474974513	-1.3063546419143677
1500	0.0010000000474974513	-1.3064249753952026
1600	0.0010000000474974513	-1.3064937591552734
1700	0.0010000000474974513	-1.3065617084503174
1800	0.0010000000474974513	-1.3066293001174927
1900	0.0010000000474974513	-1.3066965341567993
2000	0.0010000000474974513	-1.3067638874053955
2100	0.0010000000474974513	-1.3068311214447021
2200	0.0010000000474974513	-1.3068984746932983
2300	0.0010000000474974513	-1.3069660663604736
2400	0.0010000000474974513	-1.307033658027649
2500	0.0010000000474974513	-1.3071014881134033
2600	0.0010000000474974513	-1.3071695566177368
2700	0.0010000000474974513	-1.3072377443313599
2800	0.0010000000474974513	-1.307306170463562
2900	0.0010000000474974513	-1.3073748350143433
3000	0.0010000000474974513	-1.307443618774414
3100	0.0010000000474974513	-1.3075125217437744
3200	0.0010000000474974513	-1.3075815439224243
3300	0.0010000000474974513	-1.3076505661010742
3400	0.0010000000474974513	-1.3077195882797241
3500	0.0010000000474974513	-1.307788372039795
3600	0.0010000000474974513	-1.3078570365905762
3700	0.0010000000474974513	-1.3079252243041992
3800	0.0010000000474974513	-1.307992935180664
3900	0.0010000000474974513	-1.3080600500106812
4000	0.0010000000474974513	-1.3081262111663818
4100	0.0010000000474974513	-1.3081914186477661
4200	0.0010000000474974513	-1.3082555532455444
4300	0.0010000000474974513	-1.3083182573318481
4400	0.0010000000474974513	-1.3083795309066772
4500	0.0010000000474974513	-1.3084392547607422
4600	0.0010000000474974513	-1.3084971904754639
4700	0.0010000000474974513	-1.3085532188415527
4800	0.0010000000474974513	-1.3086074590682983
4900	0.0010000000474974513	-1.3086596727371216
5000	0.0010000000474974513	-1.308709979057312
5100	0.0010000000474974513	-1.3087581396102905
5200	0.0010000000474974513	-1.3088042736053467
5300	0.0010000000474974513	-1.3088483810424805
5400	0.0010000000474974513	-1.3088905811309814
5500	0.0010000000474974513	-1.30893075466156
5600	0.0010000000474974513	-1.3089690208435059
5700	0.0010000000474974513	-1.3090053796768188
5800	0.0010000000474974513	-1.3090399503707886
5900	0.0010000000474974513	-1.309072732925415
6000	0.0010000000474974513	-1.3091038465499878
6100	0.0010000000474974513	-1.3091334104537964
6200	0.0010000000474974513	-1.3091614246368408
6300	0.0010000000474974513	-1.309187889099121
6400	0.0010000000474974513	-1.3092130422592163
6500	0.0010000000474974513	-1.3092368841171265
6600	0.0010000000474974513	-1.3092594146728516
6700	0.0010000000474974513	-1.3092806339263916
6800	0.0010000000474974513	-1.3093007802963257
6900	0.0010000000474974513	-1.3093198537826538
7000	0.0010000000474974513	-1.309337854385376
7100	0.0010000000474974513	-1.3093549013137817
7200	0.0010000000474974513	-1.309370994567871
7300	0.0010000000474974513	-1.3093862533569336
7400	0.0010000000474974513	-1.3094006776809692
7500	0.0010000000474974513	-1.309414267539978
7600	0.0010000000474974513	-1.3094271421432495
7700	0.0010000000474974513	-1.3094393014907837
7800	0.0010000000474974513	-1.3094507455825806
7900	0.0010000000474974513	-1.3094615936279297
8000	0.0010000000474974513	-1.309471845626831
8100	0.0010000000474974513	-1.3094816207885742
8200	0.0010000000474974513	-1.3094907999038696
8300	0.0010000000474974513	-1.3094993829727173
8400	0.0010000000474974513	-1.3095076084136963
8500	0.0010000000474974513	-1.309515357017517
8600	0.0010000000474974513	-1.3095227479934692
8700	0.0010000000474974513	-1.3095296621322632
8800	0.0010000000474974513	-1.3095362186431885
8900	0.0010000000474974513	-1.3095424175262451
9000	0.0010000000474974513	-1.309548258781433
9100	0.0010000000474974513	-1.309553861618042
9200	0.0010000000474974513	-1.3095591068267822
9300	0.0010000000474974513	-1.3095641136169434
9400	0.0010000000474974513	-1.3095688819885254
9500	0.0010000000474974513	-1.3095732927322388
9600	0.0010000000474974513	-1.3095775842666626
9700	0.0010000000474974513	-1.3095816373825073
9800	0.0010000000474974513	-1.309585452079773
9900	0.0010000000474974513	-1.3095890283584595
10000	0.0010000000474974513	-1.3095924854278564
10100	0.0010000000474974513	-1.3095958232879639
10200	0.0010000000474974513	-1.3095989227294922
10300	0.0010000000474974513	-1.309601902961731
10400	0.0010000000474974513	-1.3096046447753906
10500	0.0010000000474974513	-1.3096072673797607
10600	0.0010000000474974513	-1.3096098899841309
10700	0.0010000000474974513	-1.3096122741699219
10800	0.0010000000474974513	-1.3096145391464233
10900	0.0010000000474974513	-1.3096168041229248
11000	0.0010000000474974513	-1.3096188306808472
11100	0.0010000000474974513	-1.3096208572387695
11200	0.0010000000474974513	-1.3096227645874023
11300	0.0010000000474974513	-1.3096245527267456
11400	0.0010000000474974513	-1.3096262216567993
11500	0.0010000000474974513	-1.309627890586853
11600	0.0010000000474974513	-1.3096294403076172
11700	0.0010000000474974513	-1.3096309900283813
11800	0.0010000000474974513	-1.309632420539856
11900	0.0010000000474974513	-1.309633731842041
12000	0.0010000000474974513	-1.309635043144226
12100	0.0010000000474974513	-1.3096363544464111
12200	0.0010000000474974513	-1.3096375465393066
12300	0.0010000000474974513	-1.3096386194229126
12400	0.0010000000474974513	-1.309639811515808
12500	0.0010000000474974513	-1.3096407651901245
12600	0.0010000000474974513	-1.3096418380737305
12700	0.0010000000474974513	-1.3096427917480469
12800	0.0010000000474974513	-1.3096436262130737
12900	0.0010000000474974513	-1.3096445798873901
13000	0.0010000000474974513	-1.309645414352417
13100	0.0010000000474974513	-1.3096462488174438
13200	0.0010000000474974513	-1.3096469640731812
13300	0.0010000000474974513	-1.3096476793289185
13400	0.0010000000474974513	-1.3096483945846558
13500	0.0010000000474974513	-1.309649109840393
13600	0.0010000000474974513	-1.3096498250961304
13700	0.0010000000474974513	-1.3096504211425781
13800	0.0010000000474974513	-1.3096510171890259
13900	0.0010000000474974513	-1.3096516132354736
14000	0.0010000000474974513	-1.3096522092819214
14100	0.0010000000474974513	-1.3096526861190796
14200	0.0010000000474974513	-1.3096531629562378
14300	0.0010000000474974513	-1.309653639793396
14400	0.0010000000474974513	-1.3096541166305542
14500	0.0010000000474974513	-1.3096545934677124
14600	0.0010000000474974513	-1.3096550703048706
14700	0.0010000000474974513	-1.3096555471420288
14800	0.0010000000474974513	-1.3096559047698975
14900	0.0010000000474974513	-1.3096562623977661
15000	0.0010000000474974513	-1.3096566200256348
15100	0.0010000000474974513	-1.3096569776535034
15200	0.0010000000474974513	-1.309657335281372
15300	0.0010000000474974513	-1.3096576929092407
15400	0.0010000000474974513	-1.3096580505371094
15500	0.0010000000474974513	-1.3096582889556885
15600	0.0010000000474974513	-1.3096586465835571
15700	0.0010000000474974513	-1.3096588850021362
15800	0.0010000000474974513	-1.3096592426300049
15900	0.0010000000474974513	-1.309659481048584
16000	0.0010000000474974513	-1.309659719467163
16100	0.0010000000474974513	-1.3096599578857422
16200	0.0010000000474974513	-1.3096601963043213
16300	0.0010000000474974513	-1.3096604347229004
16400	0.0010000000474974513	-1.3096606731414795
16500	0.0010000000474974513	-1.3096609115600586
16600	0.0010000000474974513	-1.3096610307693481
16700	0.0010000000474974513	-1.3096612691879272
16800	0.0010000000474974513	-1.3096615076065063
16900	0.0010000000474974513	-1.309661626815796
17000	0.0010000000474974513	-1.309661865234375
17100	0.0010000000474974513	-1.3096619844436646
17200	0.0010000000474974513	-1.3096622228622437
17300	0.0010000000474974513	-1.3096623420715332
17400	0.0010000000474974513	-1.3096624612808228
17500	0.0010000000474974513	-1.3096625804901123
17600	0.0010000000474974513	-1.3096628189086914
17700	0.0010000000474974513	-1.309662938117981
17800	0.0010000000474974513	-1.3096630573272705
17900	0.0010000000474974513	-1.30966317653656
18000	0.0010000000474974513	-1.3096632957458496
18100	0.0010000000474974513	-1.3096634149551392
18200	0.0010000000474974513	-1.3096635341644287
18300	0.0010000000474974513	-1.3096636533737183
18400	0.0010000000474974513	-1.3096637725830078
18500	0.0010000000474974513	-1.3096638917922974
18600	0.0010000000474974513	-1.3096638917922974
18700	0.0010000000474974513	-1.309664011001587
