x	u_pred	u_exact
1.661661624908447266e+00	2.673994064331054688e+00	2.761119365692138672e+00
1.671671628952026367e+00	2.706938982009887695e+00	2.794486045837402344e+00
1.681681632995605469e+00	2.740059375762939453e+00	2.828052997589111328e+00
1.691691637039184570e+00	2.773344039916992188e+00	2.861820697784423828e+00
1.701701760292053223e+00	2.806793689727783203e+00	2.895788908004760742e+00
1.711711764335632324e+00	2.840415000915527344e+00	2.929957151412963867e+00
1.721721768379211426e+00	2.874201774597167969e+00	2.964325904846191406e+00
1.731731772422790527e+00	2.908155918121337891e+00	2.998894929885864258e+00
1.741741776466369629e+00	2.942281723022460938e+00	3.033664464950561523e+00
1.751751780509948730e+00	2.976567268371582031e+00	3.068634271621704102e+00
1.761761784553527832e+00	3.011025667190551758e+00	3.103804588317871094e+00
1.771771788597106934e+00	3.045651674270629883e+00	3.139175176620483398e+00
1.781781792640686035e+00	3.080440044403076172e+00	3.174746274948120117e+00
1.791791796684265137e+00	3.115402698516845703e+00	3.210517883300781250e+00
1.801801800727844238e+00	3.150529861450195312e+00	3.246489763259887695e+00
1.811811804771423340e+00	3.185824632644653320e+00	3.282661914825439453e+00
1.821821808815002441e+00	3.221283674240112305e+00	3.319034814834594727e+00
1.831831812858581543e+00	3.256915092468261719e+00	3.355607748031616211e+00
1.841841816902160645e+00	3.292711973190307617e+00	3.392381191253662109e+00
1.851851820945739746e+00	3.328677892684936523e+00	3.429355144500732422e+00
1.861861824989318848e+00	3.364808797836303711e+00	3.466529369354248047e+00
1.871871829032897949e+00	3.401115417480468750e+00	3.503904104232788086e+00
1.881881833076477051e+00	3.437580347061157227e+00	3.541479349136352539e+00
1.891891837120056152e+00	3.474216938018798828e+00	3.579254627227783203e+00
1.901901960372924805e+00	3.511020660400390625e+00	3.617231130599975586e+00
1.911911964416503906e+00	3.547995567321777344e+00	3.655407428741455078e+00
1.921921968460083008e+00	3.585138320922851562e+00	3.693783998489379883e+00
1.931931972503662109e+00	3.622445583343505859e+00	3.732361078262329102e+00
1.941941976547241211e+00	3.659926414489746094e+00	3.771138668060302734e+00
1.951951980590820312e+00	3.697568655014038086e+00	3.810116529464721680e+00
1.961961984634399414e+00	3.735384225845336914e+00	3.849294900894165039e+00
1.971971988677978516e+00	3.773370504379272461e+00	3.888673543930053711e+00
1.981981992721557617e+00	3.811524152755737305e+00	3.928252696990966797e+00
1.991991996765136719e+00	3.849846124649047852e+00	3.968032121658325195e+00
2.002002000808715820e+00	3.888337850570678711e+00	4.008011817932128906e+00
2.012012004852294922e+00	3.926999807357788086e+00	4.048192501068115234e+00
2.022022008895874023e+00	3.965832233428955078e+00	4.088572978973388672e+00
2.032032012939453125e+00	4.004831790924072266e+00	4.129154205322265625e+00
2.042042016983032227e+00	4.044002056121826172e+00	4.169935703277587891e+00
2.052052021026611328e+00	4.083344936370849609e+00	4.210917472839355469e+00
2.062062025070190430e+00	4.122857093811035156e+00	4.252099990844726562e+00
2.072072029113769531e+00	4.162539482116699219e+00	4.293482303619384766e+00
2.082082033157348633e+00	4.202389717102050781e+00	4.335065364837646484e+00
2.092092037200927734e+00	4.242413043975830078e+00	4.376849174499511719e+00
2.102102041244506836e+00	4.282604694366455078e+00	4.418832778930664062e+00
2.112112045288085938e+00	4.322969913482666016e+00	4.461017131805419922e+00
2.122122049331665039e+00	4.363506793975830078e+00	4.503401756286621094e+00
2.132132053375244141e+00	4.404212951660156250e+00	4.545987129211425781e+00
2.142142057418823242e+00	4.445091247558593750e+00	4.588772773742675781e+00
2.152152061462402344e+00	4.486142158508300781e+00	4.631758689880371094e+00
2.162162065505981445e+00	4.527364730834960938e+00	4.674944877624511719e+00
2.172172069549560547e+00	4.568759918212890625e+00	4.718331336975097656e+00
2.182182073593139648e+00	4.610325336456298828e+00	4.761918544769287109e+00
2.192192077636718750e+00	4.652065277099609375e+00	4.805706024169921875e+00
2.202202320098876953e+00	4.693978309631347656e+00	4.849695205688476562e+00
2.212212324142456055e+00	4.736064910888671875e+00	4.893883228302001953e+00
2.222222328186035156e+00	4.778327941894531250e+00	4.938271999359130859e+00
2.232232332229614258e+00	4.820758342742919922e+00	4.982861042022705078e+00
2.242242336273193359e+00	4.863362789154052734e+00	5.027650833129882812e+00
2.252252340316772461e+00	4.906144618988037109e+00	5.072640419006347656e+00
2.262262344360351562e+00	4.949100017547607422e+00	5.117830753326416016e+00
2.272272348403930664e+00	4.992228031158447266e+00	5.163221836090087891e+00
2.282282352447509766e+00	5.035529613494873047e+00	5.208812713623046875e+00
2.292292356491088867e+00	5.079010009765625000e+00	5.254604339599609375e+00
2.302302360534667969e+00	5.122660636901855469e+00	5.300596237182617188e+00
2.312312364578247070e+00	5.166491031646728516e+00	5.346788406372070312e+00
2.322322368621826172e+00	5.210496902465820312e+00	5.393181324005126953e+00
2.332332372665405273e+00	5.254676818847656250e+00	5.439774513244628906e+00
2.342342376708984375e+00	5.299032688140869141e+00	5.486567974090576172e+00
2.352352380752563477e+00	5.343564033508300781e+00	5.533561706542968750e+00
2.362362384796142578e+00	5.388273715972900391e+00	5.580756187438964844e+00
2.372372388839721680e+00	5.433156490325927734e+00	5.628150939941406250e+00
2.382382392883300781e+00	5.478221893310546875e+00	5.675745964050292969e+00
2.392392396926879883e+00	5.523462295532226562e+00	5.723541259765625000e+00
2.402402400970458984e+00	5.568879127502441406e+00	5.771537303924560547e+00
2.412412405014038086e+00	5.614475250244140625e+00	5.819733619689941406e+00
2.422422409057617188e+00	5.660250186920166016e+00	5.868130207061767578e+00
2.432432413101196289e+00	5.706203937530517578e+00	5.916727542877197266e+00
2.442442417144775391e+00	5.752333164215087891e+00	5.965525150299072266e+00
2.452452421188354492e+00	5.798644065856933594e+00	6.014523029327392578e+00
2.462462425231933594e+00	5.845129966735839844e+00	6.063721179962158203e+00
2.472472429275512695e+00	5.891799926757812500e+00	6.113120079040527344e+00
2.482482433319091797e+00	5.938647270202636719e+00	6.162719249725341797e+00
2.492492437362670898e+00	5.985672473907470703e+00	6.212518692016601562e+00
2.502502441406250000e+00	6.032879829406738281e+00	6.262518405914306641e+00
2.512512445449829102e+00	6.080271244049072266e+00	6.312718868255615234e+00
2.522522449493408203e+00	6.127837657928466797e+00	6.363119602203369141e+00
2.532532453536987305e+00	6.175589084625244141e+00	6.413720607757568359e+00
2.542542457580566406e+00	6.223524093627929688e+00	6.464522361755371094e+00
2.552552461624145508e+00	6.271633148193359375e+00	6.515523910522460938e+00
2.562562465667724609e+00	6.319930553436279297e+00	6.566726207733154297e+00
2.572572469711303711e+00	6.368406772613525391e+00	6.618129253387451172e+00
2.582582473754882812e+00	6.417062759399414062e+00	6.669732093811035156e+00
2.592592477798461914e+00	6.465905189514160156e+00	6.721535682678222656e+00
2.602602720260620117e+00	6.514931201934814453e+00	6.773540973663330078e+00
2.612612724304199219e+00	6.564141273498535156e+00	6.825745105743408203e+00
2.622622728347778320e+00	6.613531589508056641e+00	6.878149986267089844e+00
2.632632732391357422e+00	6.663109779357910156e+00	6.930755138397216797e+00
2.642642736434936523e+00	6.712865829467773438e+00	6.983560562133789062e+00
2.652652740478515625e+00	6.762812614440917969e+00	7.036566734313964844e+00
2.662662744522094727e+00	6.812941551208496094e+00	7.089772701263427734e+00
2.672672748565673828e+00	6.863254070281982422e+00	7.143179416656494141e+00
2.682682752609252930e+00	6.913752555847167969e+00	7.196786880493164062e+00
2.692692756652832031e+00	6.964435577392578125e+00	7.250594139099121094e+00
2.702702760696411133e+00	7.015306472778320312e+00	7.304602146148681641e+00
2.712712764739990234e+00	7.066361904144287109e+00	7.358810424804687500e+00
2.722722768783569336e+00	7.117604732513427734e+00	7.413219451904296875e+00
2.732732772827148438e+00	7.169032096862792969e+00	7.467828273773193359e+00
2.742742776870727539e+00	7.220648765563964844e+00	7.522637844085693359e+00
2.752752780914306641e+00	7.272454738616943359e+00	7.577647686004638672e+00
2.762762784957885742e+00	7.324446201324462891e+00	7.632858276367187500e+00
2.772772789001464844e+00	7.376622676849365234e+00	7.688269138336181641e+00
2.782782793045043945e+00	7.428994178771972656e+00	7.743880271911621094e+00
2.792792797088623047e+00	7.481544971466064453e+00	7.799691677093505859e+00
2.802802801132202148e+00	7.534287452697753906e+00	7.855703353881835938e+00
2.812812805175781250e+00	7.587221622467041016e+00	7.911915779113769531e+00
2.822822809219360352e+00	7.640342712402343750e+00	7.968328475952148438e+00
2.832832813262939453e+00	7.693654060363769531e+00	8.024941444396972656e+00
2.842842817306518555e+00	7.747160434722900391e+00	8.081755638122558594e+00
2.852852821350097656e+00	7.800846099853515625e+00	8.138769149780273438e+00
2.862862825393676758e+00	7.854732513427734375e+00	8.195983886718750000e+00
2.872872829437255859e+00	7.908806324005126953e+00	8.253397941589355469e+00
2.882882833480834961e+00	7.963069438934326172e+00	8.311013221740722656e+00
2.892892837524414062e+00	8.017519950866699219e+00	8.368828773498535156e+00
2.902902841567993164e+00	8.072170257568359375e+00	8.426844596862792969e+00
2.912912845611572266e+00	8.127009391784667969e+00	8.485061645507812500e+00
2.922922849655151367e+00	8.182037353515625000e+00	8.543478012084960938e+00
2.932932853698730469e+00	8.237264633178710938e+00	8.602094650268554688e+00
2.942942857742309570e+00	8.292677879333496094e+00	8.660912513732910156e+00
2.952952861785888672e+00	8.348286628723144531e+00	8.719930648803710938e+00
2.962962865829467773e+00	8.404087066650390625e+00	8.779149055480957031e+00
2.972972869873046875e+00	8.460087776184082031e+00	8.838567733764648438e+00
2.982982873916625977e+00	8.516276359558105469e+00	8.898186683654785156e+00
2.992992877960205078e+00	8.572657585144042969e+00	8.958005905151367188e+00
3.003003120422363281e+00	8.629234313964843750e+00	9.018027305603027344e+00
3.013013124465942383e+00	8.686012268066406250e+00	9.078248023986816406e+00
3.023023128509521484e+00	8.742978096008300781e+00	9.138669013977050781e+00
3.033033132553100586e+00	8.800144195556640625e+00	9.199290275573730469e+00
3.043043136596679688e+00	8.857502937316894531e+00	9.260111808776855469e+00
3.053053140640258789e+00	8.915055274963378906e+00	9.321133613586425781e+00
3.063063144683837891e+00	8.972807884216308594e+00	9.382355690002441406e+00
3.073073148727416992e+00	9.030755043029785156e+00	9.443778991699218750e+00
3.083083152770996094e+00	9.088898658752441406e+00	9.505401611328125000e+00
3.093093156814575195e+00	9.147240638732910156e+00	9.567225456237792969e+00
3.103103160858154297e+00	9.205781936645507812e+00	9.629249572753906250e+00
3.113113164901733398e+00	9.264514923095703125e+00	9.691473960876464844e+00
3.123123168945312500e+00	9.323451042175292969e+00	9.753898620605468750e+00
3.133133172988891602e+00	9.382583618164062500e+00	9.816523551940917969e+00
3.143143177032470703e+00	9.441914558410644531e+00	9.879348754882812500e+00
3.153153181076049805e+00	9.501440048217773438e+00	9.942375183105468750e+00
3.163163185119628906e+00	9.561170578002929688e+00	1.000560092926025391e+01
3.173173189163208008e+00	9.621097564697265625e+00	1.006902790069580078e+01
3.183183193206787109e+00	9.681224822998046875e+00	1.013265514373779297e+01
3.193193197250366211e+00	9.741548538208007812e+00	1.019648265838623047e+01
3.203203201293945312e+00	9.802077293395996094e+00	1.026051044464111328e+01
3.213213205337524414e+00	9.862803459167480469e+00	1.032473945617675781e+01
3.223223209381103516e+00	9.923730850219726562e+00	1.038916778564453125e+01
3.233233213424682617e+00	9.984860420227050781e+00	1.045379734039306641e+01
3.243243217468261719e+00	1.004619121551513672e+01	1.051862621307373047e+01
3.253253221511840820e+00	1.010772418975830078e+01	1.058365631103515625e+01
3.263263225555419922e+00	1.016945266723632812e+01	1.064888668060302734e+01
3.273273229598999023e+00	1.023138904571533203e+01	1.071431732177734375e+01
3.283283233642578125e+00	1.029352283477783203e+01	1.077994918823242188e+01
3.293293237686157227e+00	1.035586357116699219e+01	1.084578037261962891e+01
3.303303241729736328e+00	1.041840457916259766e+01	1.091181278228759766e+01
3.313313245773315430e+00	1.048114967346191406e+01	1.097804450988769531e+01
3.323323249816894531e+00	1.054409790039062500e+01	1.104447746276855469e+01
3.333333253860473633e+00	1.060724544525146484e+01	1.111111068725585938e+01
3.343343257904052734e+00	1.067060375213623047e+01	1.117794418334960938e+01
3.353353261947631836e+00	1.073416328430175781e+01	1.124497795104980469e+01
3.363363265991210938e+00	1.079793071746826172e+01	1.131221199035644531e+01
3.373373270034790039e+00	1.086189365386962891e+01	1.137964725494384766e+01
3.383383274078369141e+00	1.092606735229492188e+01	1.144728279113769531e+01
3.393393278121948242e+00	1.099044418334960938e+01	1.151511764526367188e+01
3.403403520584106445e+00	1.105502986907958984e+01	1.158315563201904297e+01
3.413413524627685547e+00	1.111982059478759766e+01	1.165139198303222656e+01
3.423423528671264648e+00	1.118481063842773438e+01	1.171982860565185547e+01
3.433433532714843750e+00	1.125001144409179688e+01	1.178846549987792969e+01
3.443443536758422852e+00	1.131541538238525391e+01	1.185730361938476562e+01
3.453453540802001953e+00	1.138103008270263672e+01	1.192634105682373047e+01
3.463463544845581055e+00	1.144684886932373047e+01	1.199557971954345703e+01
3.473473548889160156e+00	1.151287555694580078e+01	1.206501865386962891e+01
3.483483552932739258e+00	1.157910919189453125e+01	1.213465785980224609e+01
3.493493556976318359e+00	1.164554786682128906e+01	1.220449733734130859e+01
3.503503561019897461e+00	1.171219921112060547e+01	1.227453708648681641e+01
3.513513565063476562e+00	1.177905178070068359e+01	1.234477710723876953e+01
3.523523569107055664e+00	1.184611892700195312e+01	1.241521835327148438e+01
3.533533573150634766e+00	1.191339111328125000e+01	1.248585987091064453e+01
3.543543577194213867e+00	1.198086929321289062e+01	1.255670070648193359e+01
3.553553581237792969e+00	1.204856109619140625e+01	1.262774276733398438e+01
3.563563585281372070e+00	1.211645984649658203e+01	1.269898509979248047e+01
3.573573589324951172e+00	1.218456649780273438e+01	1.277042865753173828e+01
3.583583593368530273e+00	1.225288200378417969e+01	1.284207153320312500e+01
3.593593597412109375e+00	1.232141304016113281e+01	1.291391468048095703e+01
3.603603601455688477e+00	1.239014911651611328e+01	1.298595905303955078e+01
3.613613605499267578e+00	1.245909690856933594e+01	1.305820369720458984e+01
3.623623609542846680e+00	1.252825164794921875e+01	1.313064765930175781e+01
3.633633613586425781e+00	1.259761810302734375e+01	1.320329284667968750e+01
3.643643617630004883e+00	1.266719627380371094e+01	1.327613925933837891e+01
3.653653621673583984e+00	1.273698616027832031e+01	1.334918498992919922e+01
3.663663625717163086e+00	1.280698871612548828e+01	1.342243099212646484e+01
3.673673629760742188e+00	1.287719631195068359e+01	1.349587821960449219e+01
3.683683633804321289e+00	1.294762039184570312e+01	1.356952476501464844e+01
3.693693637847900391e+00	1.301825809478759766e+01	1.364337253570556641e+01
3.703703641891479492e+00	1.308910179138183594e+01	1.371742057800292969e+01
3.713713645935058594e+00	1.316015815734863281e+01	1.379166889190673828e+01
3.723723649978637695e+00	1.323143005371093750e+01	1.386611747741699219e+01
3.733733654022216797e+00	1.330291366577148438e+01	1.394076728820800781e+01
3.743743658065795898e+00	1.337460899353027344e+01	1.401561641693115234e+01
3.753753662109375000e+00	1.344651985168457031e+01	1.409066677093505859e+01
3.763763666152954102e+00	1.351864051818847656e+01	1.416591739654541016e+01
3.773773670196533203e+00	1.359097766876220703e+01	1.424136734008789062e+01
3.783783674240112305e+00	1.366352081298828125e+01	1.431701850891113281e+01
3.793793678283691406e+00	1.373628425598144531e+01	1.439287090301513672e+01
3.803803920745849609e+00	1.380926322937011719e+01	1.446892452239990234e+01
3.813813924789428711e+00	1.388245677947998047e+01	1.454517650604248047e+01
3.823823928833007812e+00	1.395585346221923828e+01	1.462162971496582031e+01
3.833833932876586914e+00	1.402947139739990234e+01	1.469828224182128906e+01
3.843843936920166016e+00	1.410330295562744141e+01	1.477513599395751953e+01
3.853853940963745117e+00	1.417734909057617188e+01	1.485219001770019531e+01
