x	u_pred	u_exact
2.792792797088623047e+00	1.129310226440429688e+01	7.799691677093505859e+00
2.802802801132202148e+00	1.134900283813476562e+01	7.855703353881835938e+00
2.812812805175781250e+00	1.140516185760498047e+01	7.911915779113769531e+00
2.822822809219360352e+00	1.146156311035156250e+01	7.968328475952148438e+00
2.832832813262939453e+00	1.151825237274169922e+01	8.024941444396972656e+00
2.842842817306518555e+00	1.157515239715576172e+01	8.081755638122558594e+00
2.852852821350097656e+00	1.163232707977294922e+01	8.138769149780273438e+00
2.862862825393676758e+00	1.168976593017578125e+01	8.195983886718750000e+00
2.872872829437255859e+00	1.174745941162109375e+01	8.253397941589355469e+00
2.882882833480834961e+00	1.180540561676025391e+01	8.311013221740722656e+00
2.892892837524414062e+00	1.186359882354736328e+01	8.368828773498535156e+00
2.902902841567993164e+00	1.192205333709716797e+01	8.426844596862792969e+00
2.912912845611572266e+00	1.198075771331787109e+01	8.485061645507812500e+00
2.922922849655151367e+00	1.203971385955810547e+01	8.543478012084960938e+00
2.932932853698730469e+00	1.209892177581787109e+01	8.602094650268554688e+00
2.942942857742309570e+00	1.215837860107421875e+01	8.660912513732910156e+00
2.952952861785888672e+00	1.221809005737304688e+01	8.719930648803710938e+00
2.962962865829467773e+00	1.227804946899414062e+01	8.779149055480957031e+00
2.972972869873046875e+00	1.233825683593750000e+01	8.838567733764648438e+00
2.982982873916625977e+00	1.239871597290039062e+01	8.898186683654785156e+00
2.992992877960205078e+00	1.245941448211669922e+01	8.958005905151367188e+00
3.003003120422363281e+00	1.252036476135253906e+01	9.018027305603027344e+00
3.013013124465942383e+00	1.258156204223632812e+01	9.078248023986816406e+00
3.023023128509521484e+00	1.264300441741943359e+01	9.138669013977050781e+00
3.033033132553100586e+00	1.270468330383300781e+01	9.199290275573730469e+00
3.043043136596679688e+00	1.276661396026611328e+01	9.260111808776855469e+00
3.053053140640258789e+00	1.282879161834716797e+01	9.321133613586425781e+00
3.063063144683837891e+00	1.289120006561279297e+01	9.382355690002441406e+00
3.073073148727416992e+00	1.295386123657226562e+01	9.443778991699218750e+00
