iter	loss
1.900000000000000000e+02	6.226005077362060547e+00
1.950000000000000000e+02	6.398130893707275391e+00
2.000000000000000000e+02	6.573806762695312500e+00
2.050000000000000000e+02	6.745223522186279297e+00
2.100000000000000000e+02	6.908693313598632812e+00
2.150000000000000000e+02	7.068674564361572266e+00
2.200000000000000000e+02	7.225567817687988281e+00
2.250000000000000000e+02	7.379918575286865234e+00
2.300000000000000000e+02	7.528759479522705078e+00
2.350000000000000000e+02	7.672822952270507812e+00
2.400000000000000000e+02	7.812256813049316406e+00
2.450000000000000000e+02	7.947182655334472656e+00
2.500000000000000000e+02	8.077563285827636719e+00
2.550000000000000000e+02	8.203829765319824219e+00
2.600000000000000000e+02	8.326716423034667969e+00
2.650000000000000000e+02	8.444963455200195312e+00
2.700000000000000000e+02	8.558610916137695312e+00
2.750000000000000000e+02	8.667652130126953125e+00
2.800000000000000000e+02	8.772109985351562500e+00
2.850000000000000000e+02	8.872222900390625000e+00
2.900000000000000000e+02	8.968183517456054688e+00
2.950000000000000000e+02	9.059663772583007812e+00
3.000000000000000000e+02	9.147729873657226562e+00
3.050000000000000000e+02	9.230596542358398438e+00
3.100000000000000000e+02	9.320588111877441406e+00
3.150000000000000000e+02	9.387367248535156250e+00
3.200000000000000000e+02	9.461921691894531250e+00
3.250000000000000000e+02	9.533790588378906250e+00
3.300000000000000000e+02	9.601256370544433594e+00
3.350000000000000000e+02	9.664251327514648438e+00
3.400000000000000000e+02	9.723356246948242188e+00
3.450000000000000000e+02	9.779172897338867188e+00
3.500000000000000000e+02	9.832071304321289062e+00
3.550000000000000000e+02	9.882210731506347656e+00
3.600000000000000000e+02	9.929651260375976562e+00
3.650000000000000000e+02	9.974444389343261719e+00
3.700000000000000000e+02	1.001677799224853516e+01
3.750000000000000000e+02	1.005713748931884766e+01
3.800000000000000000e+02	1.009620857238769531e+01
3.850000000000000000e+02	1.013398551940917969e+01
3.900000000000000000e+02	1.016893386840820312e+01
3.950000000000000000e+02	1.020426845550537109e+01
4.000000000000000000e+02	1.028834438323974609e+01
4.050000000000000000e+02	1.035925674438476562e+01
4.100000000000000000e+02	1.042529773712158203e+01
4.150000000000000000e+02	1.050207710266113281e+01
4.200000000000000000e+02	1.057772159576416016e+01
4.250000000000000000e+02	1.060184288024902344e+01
4.300000000000000000e+02	1.066789531707763672e+01
4.350000000000000000e+02	1.072774600982666016e+01
4.400000000000000000e+02	1.077380180358886719e+01
4.450000000000000000e+02	1.083791542053222656e+01
4.500000000000000000e+02	1.088494014739990234e+01
4.550000000000000000e+02	1.092539310455322266e+01
4.600000000000000000e+02	1.097036552429199219e+01
4.650000000000000000e+02	1.100894355773925781e+01
4.700000000000000000e+02	1.104568481445312500e+01
4.750000000000000000e+02	1.108413410186767578e+01
4.800000000000000000e+02	1.111848068237304688e+01
4.850000000000000000e+02	1.114941215515136719e+01
4.900000000000000000e+02	1.118002700805664062e+01
4.950000000000000000e+02	1.120938014984130859e+01
5.000000000000000000e+02	1.123708724975585938e+01
5.050000000000000000e+02	1.126429557800292969e+01
5.100000000000000000e+02	1.129256248474121094e+01
5.150000000000000000e+02	1.134999370574951172e+01
5.200000000000000000e+02	1.152311134338378906e+01
5.250000000000000000e+02	1.154274654388427734e+01
5.300000000000000000e+02	1.152205848693847656e+01
5.350000000000000000e+02	1.160536193847656250e+01
5.400000000000000000e+02	1.168912410736083984e+01
5.450000000000000000e+02	1.170817089080810547e+01
5.500000000000000000e+02	1.174132347106933594e+01
5.550000000000000000e+02	1.180675029754638672e+01
5.600000000000000000e+02	1.184891128540039062e+01
5.650000000000000000e+02	1.187483501434326172e+01
5.700000000000000000e+02	1.191625499725341797e+01
5.750000000000000000e+02	1.195415973663330078e+01
5.800000000000000000e+02	1.197783088684082031e+01
5.850000000000000000e+02	1.203601646423339844e+01
5.900000000000000000e+02	1.217438507080078125e+01
5.950000000000000000e+02	1.214659690856933594e+01
6.000000000000000000e+02	1.228356838226318359e+01
6.050000000000000000e+02	1.255857467651367188e+01
6.100000000000000000e+02	1.282891464233398438e+01
6.150000000000000000e+02	1.320659160614013672e+01
6.200000000000000000e+02	1.353503799438476562e+01
6.250000000000000000e+02	1.388163089752197266e+01
6.300000000000000000e+02	1.425199699401855469e+01
6.350000000000000000e+02	1.459443759918212891e+01
6.400000000000000000e+02	1.493939971923828125e+01
6.450000000000000000e+02	1.526659584045410156e+01
6.500000000000000000e+02	1.557718944549560547e+01
6.550000000000000000e+02	1.588332748413085938e+01
6.600000000000000000e+02	1.619504165649414062e+01
6.650000000000000000e+02	1.651435279846191406e+01
6.700000000000000000e+02	1.684353446960449219e+01
6.750000000000000000e+02	1.714899444580078125e+01
6.800000000000000000e+02	1.743793296813964844e+01
6.850000000000000000e+02	1.769151115417480469e+01
6.900000000000000000e+02	1.797616386413574219e+01
6.950000000000000000e+02	1.822761535644531250e+01
7.000000000000000000e+02	1.850408172607421875e+01
7.050000000000000000e+02	1.878433418273925781e+01
7.100000000000000000e+02	1.903866958618164062e+01
7.150000000000000000e+02	1.931471633911132812e+01
7.200000000000000000e+02	1.956119537353515625e+01
7.250000000000000000e+02	1.982818222045898438e+01
7.300000000000000000e+02	2.007063293457031250e+01
7.350000000000000000e+02	2.034469604492187500e+01
7.400000000000000000e+02	2.058382034301757812e+01
7.450000000000000000e+02	2.084722709655761719e+01
7.500000000000000000e+02	2.111239242553710938e+01
7.550000000000000000e+02	2.135122489929199219e+01
7.600000000000000000e+02	2.161708450317382812e+01
7.650000000000000000e+02	2.186392593383789062e+01
7.700000000000000000e+02	2.211020851135253906e+01
7.750000000000000000e+02	2.238002777099609375e+01
7.800000000000000000e+02	2.261706924438476562e+01
7.850000000000000000e+02	2.289197921752929688e+01
7.900000000000000000e+02	2.316007995605468750e+01
7.950000000000000000e+02	2.342306900024414062e+01
8.000000000000000000e+02	2.367875289916992188e+01
8.050000000000000000e+02	2.393170738220214844e+01
8.100000000000000000e+02	2.419400596618652344e+01
8.150000000000000000e+02	2.446791648864746094e+01
8.200000000000000000e+02	2.474800682067871094e+01
8.250000000000000000e+02	2.503101158142089844e+01
8.300000000000000000e+02	2.531845283508300781e+01
8.350000000000000000e+02	2.563439369201660156e+01
8.400000000000000000e+02	2.595128440856933594e+01
8.450000000000000000e+02	2.632917976379394531e+01
8.500000000000000000e+02	2.668143272399902344e+01
8.550000000000000000e+02	2.713424873352050781e+01
8.600000000000000000e+02	2.777171707153320312e+01
8.650000000000000000e+02	2.847960472106933594e+01
8.700000000000000000e+02	2.923202705383300781e+01
8.750000000000000000e+02	3.000967597961425781e+01
8.800000000000000000e+02	3.079347419738769531e+01
8.850000000000000000e+02	3.156586074829101562e+01
8.900000000000000000e+02	3.231853866577148438e+01
8.950000000000000000e+02	3.304740142822265625e+01
9.000000000000000000e+02	3.375237274169921875e+01
9.050000000000000000e+02	3.443312835693359375e+01
9.100000000000000000e+02	3.509289932250976562e+01
9.150000000000000000e+02	3.573572921752929688e+01
9.200000000000000000e+02	3.636214065551757812e+01
9.250000000000000000e+02	3.697617340087890625e+01
9.300000000000000000e+02	3.758308410644531250e+01
9.350000000000000000e+02	3.817196655273437500e+01
9.400000000000000000e+02	3.877256011962890625e+01
9.450000000000000000e+02	3.932917785644531250e+01
9.500000000000000000e+02	3.993590164184570312e+01
9.550000000000000000e+02	4.052331161499023438e+01
9.600000000000000000e+02	4.109706497192382812e+01
9.650000000000000000e+02	4.166688919067382812e+01
9.700000000000000000e+02	4.224082565307617188e+01
9.750000000000000000e+02	4.282666015625000000e+01
9.800000000000000000e+02	4.341683197021484375e+01
9.850000000000000000e+02	4.400013732910156250e+01
9.900000000000000000e+02	4.457992553710937500e+01
9.950000000000000000e+02	4.517431640625000000e+01
1.000000000000000000e+03	4.575423812866210938e+01
1.005000000000000000e+03	4.636042785644531250e+01
1.010000000000000000e+03	4.691326904296875000e+01
1.015000000000000000e+03	4.753078079223632812e+01
1.020000000000000000e+03	4.814322280883789062e+01
1.025000000000000000e+03	4.874852752685546875e+01
1.030000000000000000e+03	4.934981536865234375e+01
1.035000000000000000e+03	4.994982147216796875e+01
1.040000000000000000e+03	5.055215454101562500e+01
1.045000000000000000e+03	5.116289520263671875e+01
1.050000000000000000e+03	5.178175735473632812e+01
1.055000000000000000e+03	5.240262603759765625e+01
1.060000000000000000e+03	5.301959991455078125e+01
1.065000000000000000e+03	5.365326690673828125e+01
1.070000000000000000e+03	5.426939773559570312e+01
1.075000000000000000e+03	5.492169189453125000e+01
1.080000000000000000e+03	5.551662063598632812e+01
1.085000000000000000e+03	5.617018890380859375e+01
1.090000000000000000e+03	5.683153152465820312e+01
1.095000000000000000e+03	5.748456192016601562e+01
1.100000000000000000e+03	5.813008499145507812e+01
1.105000000000000000e+03	5.877912521362304688e+01
1.110000000000000000e+03	5.945292663574218750e+01
1.115000000000000000e+03	6.013831710815429688e+01
1.120000000000000000e+03	6.082702255249023438e+01
1.125000000000000000e+03	6.152056884765625000e+01
1.130000000000000000e+03	6.223920822143554688e+01
1.135000000000000000e+03	6.297762680053710938e+01
1.140000000000000000e+03	6.372784423828125000e+01
1.145000000000000000e+03	6.449510192871093750e+01
1.150000000000000000e+03	6.528197479248046875e+01
1.155000000000000000e+03	6.608120727539062500e+01
1.160000000000000000e+03	6.689809417724609375e+01
1.165000000000000000e+03	6.771619415283203125e+01
1.170000000000000000e+03	6.856340026855468750e+01
1.175000000000000000e+03	6.935113525390625000e+01
1.180000000000000000e+03	7.020570373535156250e+01
1.185000000000000000e+03	7.104607391357421875e+01
1.190000000000000000e+03	7.187516021728515625e+01
1.195000000000000000e+03	7.269577789306640625e+01
1.200000000000000000e+03	7.351043701171875000e+01
1.205000000000000000e+03	7.432166290283203125e+01
1.210000000000000000e+03	7.513248443603515625e+01
1.215000000000000000e+03	7.594670104980468750e+01
1.220000000000000000e+03	7.676438903808593750e+01
1.225000000000000000e+03	7.757654571533203125e+01
1.230000000000000000e+03	7.838032531738281250e+01
1.235000000000000000e+03	7.918968963623046875e+01
1.240000000000000000e+03	7.999467468261718750e+01
1.245000000000000000e+03	8.079309082031250000e+01
1.250000000000000000e+03	8.160587310791015625e+01
1.255000000000000000e+03	8.235658264160156250e+01
1.260000000000000000e+03	8.318801116943359375e+01
1.265000000000000000e+03	8.398603057861328125e+01
1.270000000000000000e+03	8.477600097656250000e+01
1.275000000000000000e+03	8.556440734863281250e+01
1.280000000000000000e+03	8.635363769531250000e+01
1.285000000000000000e+03	8.714370727539062500e+01
1.290000000000000000e+03	8.793305206298828125e+01
1.295000000000000000e+03	8.872137451171875000e+01
1.300000000000000000e+03	8.950802612304687500e+01
1.305000000000000000e+03	9.029221343994140625e+01
1.310000000000000000e+03	9.107367706298828125e+01
1.315000000000000000e+03	9.185435485839843750e+01
1.320000000000000000e+03	9.263750457763671875e+01
1.325000000000000000e+03	9.342275238037109375e+01
1.330000000000000000e+03	9.420395660400390625e+01
1.335000000000000000e+03	9.498775482177734375e+01
1.340000000000000000e+03	9.577754211425781250e+01
1.345000000000000000e+03	9.655500793457031250e+01
1.350000000000000000e+03	9.736600494384765625e+01
1.355000000000000000e+03	9.809103393554687500e+01
1.360000000000000000e+03	9.889647674560546875e+01
1.365000000000000000e+03	9.969657135009765625e+01
1.370000000000000000e+03	1.004902343750000000e+02
1.375000000000000000e+03	1.012828292846679688e+02
1.380000000000000000e+03	1.020755004882812500e+02
1.385000000000000000e+03	1.028684692382812500e+02
1.390000000000000000e+03	1.036633453369140625e+02
1.395000000000000000e+03	1.044568405151367188e+02
1.400000000000000000e+03	1.052496337890625000e+02
1.405000000000000000e+03	1.060438156127929688e+02
1.410000000000000000e+03	1.068421783447265625e+02
1.415000000000000000e+03	1.076451339721679688e+02
1.420000000000000000e+03	1.084466400146484375e+02
1.425000000000000000e+03	1.092446899414062500e+02
1.430000000000000000e+03	1.100480499267578125e+02
1.435000000000000000e+03	1.108518524169921875e+02
1.440000000000000000e+03	1.116561355590820312e+02
1.445000000000000000e+03	1.124722900390625000e+02
1.450000000000000000e+03	1.132632064819335938e+02
1.455000000000000000e+03	1.141299057006835938e+02
1.460000000000000000e+03	1.149169692993164062e+02
1.465000000000000000e+03	1.157145767211914062e+02
1.470000000000000000e+03	1.165183105468750000e+02
1.475000000000000000e+03	1.173269577026367188e+02
1.480000000000000000e+03	1.181355895996093750e+02
1.485000000000000000e+03	1.189423294067382812e+02
1.490000000000000000e+03	1.197508163452148438e+02
1.495000000000000000e+03	1.205620193481445312e+02
1.500000000000000000e+03	1.213731079101562500e+02
1.505000000000000000e+03	1.221837615966796875e+02
1.510000000000000000e+03	1.229914932250976562e+02
1.515000000000000000e+03	1.237947311401367188e+02
1.520000000000000000e+03	1.245943145751953125e+02
1.525000000000000000e+03	1.253913421630859375e+02
1.530000000000000000e+03	1.261875381469726562e+02
1.535000000000000000e+03	1.269811096191406250e+02
1.540000000000000000e+03	1.277693786621093750e+02
1.545000000000000000e+03	1.285545806884765625e+02
1.550000000000000000e+03	1.293378143310546875e+02
1.555000000000000000e+03	1.301162414550781250e+02
1.560000000000000000e+03	1.308952331542968750e+02
1.565000000000000000e+03	1.316694793701171875e+02
1.570000000000000000e+03	1.324405975341796875e+02
1.575000000000000000e+03	1.332057037353515625e+02
1.580000000000000000e+03	1.339724578857421875e+02
1.585000000000000000e+03	1.347146453857421875e+02
1.590000000000000000e+03	1.355209045410156250e+02
1.595000000000000000e+03	1.362405548095703125e+02
1.600000000000000000e+03	1.369729156494140625e+02
1.605000000000000000e+03	1.377119140625000000e+02
1.610000000000000000e+03	1.384476623535156250e+02
1.615000000000000000e+03	1.391813812255859375e+02
1.620000000000000000e+03	1.399104309082031250e+02
1.625000000000000000e+03	1.406351470947265625e+02
1.630000000000000000e+03	1.413559417724609375e+02
1.635000000000000000e+03	1.420718078613281250e+02
1.640000000000000000e+03	1.427842712402343750e+02
1.645000000000000000e+03	1.434916534423828125e+02
1.650000000000000000e+03	1.441971740722656250e+02
1.655000000000000000e+03	1.448984222412109375e+02
1.660000000000000000e+03	1.455957031250000000e+02
1.665000000000000000e+03	1.462886199951171875e+02
1.670000000000000000e+03	1.469768829345703125e+02
1.675000000000000000e+03	1.476607971191406250e+02
1.680000000000000000e+03	1.483398132324218750e+02
1.685000000000000000e+03	1.490145874023437500e+02
1.690000000000000000e+03	1.496848297119140625e+02
1.695000000000000000e+03	1.503510894775390625e+02
1.700000000000000000e+03	1.510129699707031250e+02
1.705000000000000000e+03	1.516707305908203125e+02
1.710000000000000000e+03	1.523240661621093750e+02
1.715000000000000000e+03	1.529729309082031250e+02
1.720000000000000000e+03	1.536173553466796875e+02
1.725000000000000000e+03	1.542574462890625000e+02
1.730000000000000000e+03	1.548932800292968750e+02
1.735000000000000000e+03	1.555247802734375000e+02
1.740000000000000000e+03	1.561519165039062500e+02
1.745000000000000000e+03	1.567746887207031250e+02
1.750000000000000000e+03	1.573930511474609375e+02
1.755000000000000000e+03	1.580072479248046875e+02
1.760000000000000000e+03	1.586170806884765625e+02
1.765000000000000000e+03	1.592226562500000000e+02
1.770000000000000000e+03	1.598236389160156250e+02
1.775000000000000000e+03	1.604205627441406250e+02
1.780000000000000000e+03	1.610131225585937500e+02
1.785000000000000000e+03	1.616012725830078125e+02
1.790000000000000000e+03	1.621852569580078125e+02
1.795000000000000000e+03	1.627648162841796875e+02
1.800000000000000000e+03	1.633401641845703125e+02
1.805000000000000000e+03	1.639112854003906250e+02
1.810000000000000000e+03	1.644778900146484375e+02
1.815000000000000000e+03	1.650415954589843750e+02
1.820000000000000000e+03	1.656007843017578125e+02
1.825000000000000000e+03	1.661573486328125000e+02
1.830000000000000000e+03	1.667066040039062500e+02
1.835000000000000000e+03	1.672577514648437500e+02
1.840000000000000000e+03	1.677917480468750000e+02
1.845000000000000000e+03	1.683515014648437500e+02
1.850000000000000000e+03	1.688401336669921875e+02
1.855000000000000000e+03	1.694168090820312500e+02
1.860000000000000000e+03	1.699460601806640625e+02
1.865000000000000000e+03	1.704491424560546875e+02
1.870000000000000000e+03	1.709553985595703125e+02
1.875000000000000000e+03	1.714733886718750000e+02
1.880000000000000000e+03	1.719926452636718750e+02
1.885000000000000000e+03	1.725012969970703125e+02
1.890000000000000000e+03	1.729982910156250000e+02
1.895000000000000000e+03	1.734912261962890625e+02
1.900000000000000000e+03	1.739857025146484375e+02
1.905000000000000000e+03	1.744783477783203125e+02
1.910000000000000000e+03	1.749637603759765625e+02
1.915000000000000000e+03	1.754430541992187500e+02
1.920000000000000000e+03	1.759202728271484375e+02
1.925000000000000000e+03	1.763952026367187500e+02
1.930000000000000000e+03	1.768645935058593750e+02
1.935000000000000000e+03	1.773294677734375000e+02
1.940000000000000000e+03	1.777918701171875000e+02
1.945000000000000000e+03	1.782500457763671875e+02
1.950000000000000000e+03	1.787035675048828125e+02
1.955000000000000000e+03	1.791542663574218750e+02
1.960000000000000000e+03	1.796006317138671875e+02
1.965000000000000000e+03	1.800432434082031250e+02
1.970000000000000000e+03	1.804826660156250000e+02
1.975000000000000000e+03	1.809172821044921875e+02
1.980000000000000000e+03	1.813499298095703125e+02
1.985000000000000000e+03	1.817759704589843750e+02
1.990000000000000000e+03	1.822042694091796875e+02
1.995000000000000000e+03	1.826150817871093750e+02
2.000000000000000000e+03	1.830578155517578125e+02
2.005000000000000000e+03	1.834143676757812500e+02
2.010000000000000000e+03	1.838659210205078125e+02
2.015000000000000000e+03	1.842901611328125000e+02
2.020000000000000000e+03	1.846852111816406250e+02
2.025000000000000000e+03	1.850705413818359375e+02
2.030000000000000000e+03	1.854592132568359375e+02
2.035000000000000000e+03	1.858534545898437500e+02
2.040000000000000000e+03	1.862492523193359375e+02
2.045000000000000000e+03	1.866403350830078125e+02
2.050000000000000000e+03	1.870231323242187500e+02
2.055000000000000000e+03	1.873994750976562500e+02
2.060000000000000000e+03	1.877738494873046875e+02
2.065000000000000000e+03	1.881481628417968750e+02
2.070000000000000000e+03	1.885200958251953125e+02
2.075000000000000000e+03	1.888867492675781250e+02
2.080000000000000000e+03	1.892489318847656250e+02
2.085000000000000000e+03	1.896095428466796875e+02
2.090000000000000000e+03	1.899677734375000000e+02
2.095000000000000000e+03	1.903218688964843750e+02
2.100000000000000000e+03	1.906725921630859375e+02
2.105000000000000000e+03	1.910213317871093750e+02
2.110000000000000000e+03	1.913666687011718750e+02
2.115000000000000000e+03	1.917087402343750000e+02
2.120000000000000000e+03	1.920484313964843750e+02
2.125000000000000000e+03	1.923846130371093750e+02
2.130000000000000000e+03	1.927187042236328125e+02
2.135000000000000000e+03	1.930488433837890625e+02
2.140000000000000000e+03	1.933782653808593750e+02
2.145000000000000000e+03	1.937001953125000000e+02
2.150000000000000000e+03	1.940318298339843750e+02
2.155000000000000000e+03	1.943237609863281250e+02
2.160000000000000000e+03	1.947052459716796875e+02
2.165000000000000000e+03	1.949910583496093750e+02
2.170000000000000000e+03	1.952828216552734375e+02
2.175000000000000000e+03	1.955834045410156250e+02
2.180000000000000000e+03	1.958898620605468750e+02
2.185000000000000000e+03	1.961974182128906250e+02
2.190000000000000000e+03	1.965043487548828125e+02
2.195000000000000000e+03	1.968079681396484375e+02
2.200000000000000000e+03	1.971077117919921875e+02
2.205000000000000000e+03	1.974026641845703125e+02
2.210000000000000000e+03	1.976946868896484375e+02
2.215000000000000000e+03	1.979842834472656250e+02
2.220000000000000000e+03	1.982709655761718750e+02
2.225000000000000000e+03	1.985545196533203125e+02
2.230000000000000000e+03	1.988370971679687500e+02
2.235000000000000000e+03	1.991187896728515625e+02
2.240000000000000000e+03	1.993973083496093750e+02
2.245000000000000000e+03	1.996746520996093750e+02
2.250000000000000000e+03	1.999482879638671875e+02
2.255000000000000000e+03	2.002216949462890625e+02
2.260000000000000000e+03	2.004881744384765625e+02
2.265000000000000000e+03	2.007676544189453125e+02
2.270000000000000000e+03	2.009971618652343750e+02
2.275000000000000000e+03	2.013070678710937500e+02
2.280000000000000000e+03	2.015763397216796875e+02
2.285000000000000000e+03	2.018331756591796875e+02
2.290000000000000000e+03	2.020813446044921875e+02
2.295000000000000000e+03	2.023312072753906250e+02
2.300000000000000000e+03	2.025784454345703125e+02
2.305000000000000000e+03	2.028287353515625000e+02
2.310000000000000000e+03	2.030785369873046875e+02
2.315000000000000000e+03	2.033305664062500000e+02
2.320000000000000000e+03	2.035814056396484375e+02
2.325000000000000000e+03	2.038306884765625000e+02
2.330000000000000000e+03	2.040757446289062500e+02
2.335000000000000000e+03	2.043171386718750000e+02
2.340000000000000000e+03	2.045567016601562500e+02
2.345000000000000000e+03	2.047965545654296875e+02
2.350000000000000000e+03	2.050359344482421875e+02
2.355000000000000000e+03	2.052721405029296875e+02
2.360000000000000000e+03	2.055061340332031250e+02
2.365000000000000000e+03	2.057399749755859375e+02
2.370000000000000000e+03	2.059722747802734375e+02
2.375000000000000000e+03	2.062020263671875000e+02
2.380000000000000000e+03	2.064321289062500000e+02
2.385000000000000000e+03	2.066586151123046875e+02
2.390000000000000000e+03	2.068869628906250000e+02
2.395000000000000000e+03	2.071075134277343750e+02
2.400000000000000000e+03	2.073436431884765625e+02
2.405000000000000000e+03	2.075282440185546875e+02
2.410000000000000000e+03	2.078144683837890625e+02
2.415000000000000000e+03	2.080257263183593750e+02
2.420000000000000000e+03	2.082301177978515625e+02
2.425000000000000000e+03	2.084328002929687500e+02
2.430000000000000000e+03	2.086410369873046875e+02
2.435000000000000000e+03	2.088533325195312500e+02
2.440000000000000000e+03	2.090680999755859375e+02
2.445000000000000000e+03	2.092850341796875000e+02
2.450000000000000000e+03	2.095005340576171875e+02
2.455000000000000000e+03	2.097142791748046875e+02
2.460000000000000000e+03	2.099238281250000000e+02
2.465000000000000000e+03	2.101301422119140625e+02
2.470000000000000000e+03	2.103349761962890625e+02
2.475000000000000000e+03	2.105410308837890625e+02
2.480000000000000000e+03	2.107476196289062500e+02
2.485000000000000000e+03	2.109528656005859375e+02
2.490000000000000000e+03	2.111559295654296875e+02
2.495000000000000000e+03	2.113579864501953125e+02
2.500000000000000000e+03	2.115605316162109375e+02
2.505000000000000000e+03	2.117613220214843750e+02
2.510000000000000000e+03	2.119607849121093750e+02
2.515000000000000000e+03	2.121598663330078125e+02
2.520000000000000000e+03	2.123579711914062500e+02
2.525000000000000000e+03	2.125548706054687500e+02
2.530000000000000000e+03	2.127517852783203125e+02
2.535000000000000000e+03	2.129460601806640625e+02
2.540000000000000000e+03	2.131432189941406250e+02
2.545000000000000000e+03	2.133299407958984375e+02
2.550000000000000000e+03	2.135457763671875000e+02
2.555000000000000000e+03	2.136764373779296875e+02
2.560000000000000000e+03	2.139079589843750000e+02
2.565000000000000000e+03	2.141148681640625000e+02
2.570000000000000000e+03	2.143096466064453125e+02
2.575000000000000000e+03	2.144955902099609375e+02
2.580000000000000000e+03	2.146805267333984375e+02
2.585000000000000000e+03	2.148629302978515625e+02
2.590000000000000000e+03	2.150449676513671875e+02
2.595000000000000000e+03	2.152277374267578125e+02
2.600000000000000000e+03	2.154112854003906250e+02
2.605000000000000000e+03	2.155966491699218750e+02
2.610000000000000000e+03	2.157828216552734375e+02
2.615000000000000000e+03	2.159687500000000000e+02
2.620000000000000000e+03	2.161531372070312500e+02
2.625000000000000000e+03	2.163353424072265625e+02
2.630000000000000000e+03	2.165158386230468750e+02
2.635000000000000000e+03	2.166965179443359375e+02
2.640000000000000000e+03	2.168775482177734375e+02
2.645000000000000000e+03	2.170588226318359375e+02
2.650000000000000000e+03	2.172383270263671875e+02
2.655000000000000000e+03	2.174167022705078125e+02
2.660000000000000000e+03	2.175953216552734375e+02
2.665000000000000000e+03	2.177738189697265625e+02
2.670000000000000000e+03	2.179511413574218750e+02
2.675000000000000000e+03	2.181281433105468750e+02
2.680000000000000000e+03	2.183047180175781250e+02
2.685000000000000000e+03	2.184806518554687500e+02
2.690000000000000000e+03	2.186562957763671875e+02
2.695000000000000000e+03	2.188311614990234375e+02
2.700000000000000000e+03	2.190062561035156250e+02
2.705000000000000000e+03	2.191790161132812500e+02
2.710000000000000000e+03	2.193561401367187500e+02
2.715000000000000000e+03	2.195196838378906250e+02
2.720000000000000000e+03	2.197238769531250000e+02
2.725000000000000000e+03	2.198222656250000000e+02
2.730000000000000000e+03	2.200252380371093750e+02
2.735000000000000000e+03	2.202175445556640625e+02
2.740000000000000000e+03	2.203978881835937500e+02
2.745000000000000000e+03	2.205704650878906250e+02
2.750000000000000000e+03	2.207392730712890625e+02
2.755000000000000000e+03	2.209057312011718750e+02
2.760000000000000000e+03	2.210707550048828125e+02
2.765000000000000000e+03	2.212360534667968750e+02
2.770000000000000000e+03	2.214022369384765625e+02
2.775000000000000000e+03	2.215695037841796875e+02
2.780000000000000000e+03	2.217386322021484375e+02
2.785000000000000000e+03	2.219083557128906250e+02
2.790000000000000000e+03	2.220776672363281250e+02
2.795000000000000000e+03	2.222453613281250000e+02
2.800000000000000000e+03	2.224115600585937500e+02
2.805000000000000000e+03	2.225772552490234375e+02
2.810000000000000000e+03	2.227430725097656250e+02
2.815000000000000000e+03	2.229098052978515625e+02
2.820000000000000000e+03	2.230758514404296875e+02
2.825000000000000000e+03	2.232409973144531250e+02
2.830000000000000000e+03	2.234057312011718750e+02
2.835000000000000000e+03	2.235707550048828125e+02
2.840000000000000000e+03	2.237355804443359375e+02
2.845000000000000000e+03	2.238995819091796875e+02
2.850000000000000000e+03	2.240637207031250000e+02
2.855000000000000000e+03	2.242276000976562500e+02
2.860000000000000000e+03	2.243910675048828125e+02
2.865000000000000000e+03	2.245543365478515625e+02
2.870000000000000000e+03	2.247174682617187500e+02
