x 	 u_exact
1.912382476495299022e+00	1.574353771455730522e+00
1.914382876575315029e+00	1.575506360161720076e+00
1.916383276655331036e+00	1.576658587611186046e+00
1.918383676735347043e+00	1.577810454294275244e+00
1.920384076815363050e+00	1.578961960699958089e+00
1.922384476895379057e+00	1.580113107316034382e+00
1.924384876975395064e+00	1.581263894629136413e+00
1.926385277055411072e+00	1.582414323124733180e+00
1.928385677135427079e+00	1.583564393287134608e+00
1.930386077215443086e+00	1.584714105599495104e+00
1.932386477295459093e+00	1.585863460543817327e+00
1.934386877375475100e+00	1.587012458600957299e+00
1.936387277455491107e+00	1.588161100250626623e+00
1.938387677535507114e+00	1.589309385971398036e+00
1.940388077615523121e+00	1.590457316240708296e+00
1.942388477695539128e+00	1.591604891534861732e+00
1.944388877775555136e+00	1.592752112329035130e+00
1.946389277855571143e+00	1.593898979097281288e+00
1.948389677935587150e+00	1.595045492312532120e+00
1.950390078015603157e+00	1.596191652446603104e+00
1.952390478095619164e+00	1.597337459970196827e+00
1.954390878175635171e+00	1.598482915352906986e+00
1.956391278255651178e+00	1.599628019063221940e+00
1.958391678335667185e+00	1.600772771568528041e+00
1.960392078415683192e+00	1.601917173335114297e+00
1.962392478495699200e+00	1.603061224828175479e+00
1.964392878575715207e+00	1.604204926511815232e+00
1.966393278655731214e+00	1.605348278849051180e+00
1.968393678735747221e+00	1.606491282301817147e+00
1.970394078815763228e+00	1.607633937330968044e+00
1.972394478895779235e+00	1.608776244396281863e+00
1.974394878975795242e+00	1.609918203956465232e+00
1.976395279055811249e+00	1.611059816469155637e+00
1.978395679135827256e+00	1.612201082390925189e+00
1.980396079215843264e+00	1.613342002177284407e+00
1.982396479295859271e+00	1.614482576282685988e+00
1.984396879375875278e+00	1.615622805160527919e+00
1.986397279455891285e+00	1.616762689263157027e+00
1.988397679535907292e+00	1.617902229041872753e+00
1.990398079615923299e+00	1.619041424946930263e+00
1.992398479695939084e+00	1.620180277427544002e+00
1.994398879775955091e+00	1.621318786931891687e+00
1.996399279855971098e+00	1.622456953907116750e+00
1.998399679935987105e+00	1.623594778799332561e+00
2.000400080016003113e+00	1.624732262053625531e+00
2.002400480096019120e+00	1.625869404114058225e+00
2.004400880176035127e+00	1.627006205423673801e+00
2.006401280256051134e+00	1.628142666424497786e+00
2.008401680336067141e+00	1.629278787557542518e+00
2.010402080416083148e+00	1.630414569262810476e+00
2.012402480496099155e+00	1.631550011979296944e+00
2.014402880576115162e+00	1.632685116144993787e+00
2.016403280656131169e+00	1.633819882196892559e+00
2.018403680736147177e+00	1.634954310570988500e+00
2.020404080816163184e+00	1.636088401702282091e+00
2.022404480896179191e+00	1.637222156024784159e+00
2.024404880976195198e+00	1.638355573971518098e+00
2.026405281056211205e+00	1.639488655974523201e+00
2.028405681136227212e+00	1.640621402464857770e+00
2.030406081216243219e+00	1.641753813872603329e+00
2.032406481296259226e+00	1.642885890626865963e+00
2.034406881376275233e+00	1.644017633155780977e+00
2.036407281456291241e+00	1.645149041886515784e+00
2.038407681536307248e+00	1.646280117245272567e+00
2.040408081616323255e+00	1.647410859657291393e+00
2.042408481696339262e+00	1.648541269546854204e+00
2.044408881776355269e+00	1.649671347337286820e+00
2.046409281856371276e+00	1.650801093450962709e+00
2.048409681936387283e+00	1.651930508309305656e+00
2.050410082016403290e+00	1.653059592332793537e+00
2.052410482096419297e+00	1.654188345940960314e+00
2.054410882176435305e+00	1.655316769552399592e+00
2.056411282256451312e+00	1.656444863584768390e+00
2.058411682336467319e+00	1.657572628454788477e+00
2.060412082416483326e+00	1.658700064578251032e+00
2.062412482496499333e+00	1.659827172370018200e+00
2.064412882576515340e+00	1.660953952244027532e+00
2.066413282656531347e+00	1.662080404613293760e+00
2.068413682736547354e+00	1.663206529889912133e+00
2.070414082816563361e+00	1.664332328485061518e+00
2.072414482896579369e+00	1.665457800809007072e+00
2.074414882976595376e+00	1.666582947271103565e+00
2.076415283056611383e+00	1.667707768279797387e+00
2.078415683136627390e+00	1.668832264242630536e+00
2.080416083216643397e+00	1.669956435566242625e+00
2.082416483296659404e+00	1.671080282656374649e+00
2.084416883376675411e+00	1.672203805917870545e+00
2.086417283456691418e+00	1.673327005754681407e+00
2.088417683536707425e+00	1.674449882569867265e+00
2.090418083616723433e+00	1.675572436765600637e+00
2.092418483696739440e+00	1.676694668743168526e+00
2.094418883776755447e+00	1.677816578902976197e+00
2.096419283856771454e+00	1.678938167644548951e+00
2.098419683936787461e+00	1.680059435366536125e+00
2.100420084016803468e+00	1.681180382466712420e+00
2.102420484096819475e+00	1.682301009341981457e+00
2.104420884176835482e+00	1.683421316388378663e+00
2.106421284256851489e+00	1.684541304001073714e+00
2.108421684336867497e+00	1.685660972574372973e+00
2.110422084416883504e+00	1.686780322501722607e+00
2.112422484496899511e+00	1.687899354175711464e+00
2.114422884576915518e+00	1.689018067988073080e+00
2.116423284656931525e+00	1.690136464329688781e+00
2.118423684736947532e+00	1.691254543590590353e+00
2.120424084816963539e+00	1.692372306159962481e+00
2.122424484896979546e+00	1.693489752426145634e+00
2.124424884976995553e+00	1.694606882776638734e+00
2.126425285057011560e+00	1.695723697598100932e+00
2.128425685137027568e+00	1.696840197276355822e+00
2.130426085217043575e+00	1.697956382196392555e+00
2.132426485297059582e+00	1.699072252742368727e+00
2.134426885377075589e+00	1.700187809297613928e+00
2.136427285457091596e+00	1.701303052244630853e+00
2.138427685537107603e+00	1.702417981965098859e+00
2.140428085617123610e+00	1.703532598839876400e+00
2.142428485697139617e+00	1.704646903249003254e+00
2.144428885777155624e+00	1.705760895571702962e+00
2.146429285857171632e+00	1.706874576186385495e+00
2.148429685937187639e+00	1.707987945470650581e+00
2.150430086017203646e+00	1.709101003801288376e+00
2.152430486097219653e+00	1.710213751554283457e+00
2.154430886177235660e+00	1.711326189104817264e+00
2.156431286257251667e+00	1.712438316827269214e+00
2.158431686337267674e+00	1.713550135095220917e+00
2.160432086417283681e+00	1.714661644281457065e+00
2.162432486497299244e+00	1.715772844757968985e+00
2.164432886577315251e+00	1.716883736895956858e+00
2.166433286657331259e+00	1.717994321065831498e+00
2.168433686737347266e+00	1.719104597637217235e+00
2.170434086817363273e+00	1.720214566978954140e+00
2.172434486897379280e+00	1.721324229459100907e+00
2.174434886977395287e+00	1.722433585444936632e+00
2.176435287057411294e+00	1.723542635302963255e+00
2.178435687137427301e+00	1.724651379398908224e+00
2.180436087217443308e+00	1.725759818097726495e+00
2.182436487297459315e+00	1.726867951763603415e+00
2.184436887377475323e+00	1.727975780759956059e+00
2.186437287457491330e+00	1.729083305449437002e+00
2.188437687537507337e+00	1.730190526193934764e+00
2.190438087617523344e+00	1.731297443354578247e+00
2.192438487697539351e+00	1.732404057291736965e+00
2.194438887777555358e+00	1.733510368365024812e+00
2.196439287857571365e+00	1.734616376933301618e+00
2.198439687937587372e+00	1.735722083354676037e+00
2.200440088017603379e+00	1.736827487986506435e+00
2.202440488097619387e+00	1.737932591185405107e+00
2.204440888177635394e+00	1.739037393307238721e+00
2.206441288257651401e+00	1.740141894707131875e+00
2.208441688337667408e+00	1.741246095739468425e+00
2.210442088417683415e+00	1.742349996757893926e+00
2.212442488497699422e+00	1.743453598115318304e+00
2.214442888577715429e+00	1.744556900163917401e+00
2.216443288657731436e+00	1.745659903255135648e+00
2.218443688737747443e+00	1.746762607739687834e+00
2.220444088817763451e+00	1.747865013967561332e+00
2.222444488897779458e+00	1.748967122288018983e+00
2.224444888977795465e+00	1.750068933049600428e+00
2.226445289057811472e+00	1.751170446600124331e+00
2.228445689137827479e+00	1.752271663286690595e+00
2.230446089217843486e+00	1.753372583455682809e+00
2.232446489297859493e+00	1.754473207452770467e+00
2.234446889377875500e+00	1.755573535622910075e+00
2.236447289457891507e+00	1.756673568310348488e+00
2.238447689537907515e+00	1.757773305858624013e+00
2.240448089617923522e+00	1.758872748610569303e+00
2.242448489697939529e+00	1.759971896908312905e+00
2.244448889777955536e+00	1.761070751093281705e+00
2.246449289857971543e+00	1.762169311506202263e+00
2.248449689937987550e+00	1.763267578487104137e+00
2.250450090018003557e+00	1.764365552375320334e+00
2.252450490098019564e+00	1.765463233509491303e+00
2.254450890178035571e+00	1.766560622227564714e+00
2.256451290258051579e+00	1.767657718866799232e+00
2.258451690338067586e+00	1.768754523763766073e+00
2.260452090418083593e+00	1.769851037254350556e+00
2.262452490498099600e+00	1.770947259673754548e+00
2.264452890578115607e+00	1.772043191356498237e+00
2.266453290658131614e+00	1.773138832636422579e+00
2.268453690738147621e+00	1.774234183846690627e+00
2.270454090818163628e+00	1.775329245319789528e+00
2.272454490898179635e+00	1.776424017387533416e+00
2.274454890978195643e+00	1.777518500381064293e+00
2.276455291058211650e+00	1.778612694630854252e+00
2.278455691138227657e+00	1.779706600466708144e+00
2.280456091218243664e+00	1.780800218217764019e+00
2.282456491298259671e+00	1.781893548212496903e+00
2.284456891378275678e+00	1.782986590778719238e+00
2.286457291458291685e+00	1.784079346243583331e+00
2.288457691538307692e+00	1.785171814933583789e+00
2.290458091618323699e+00	1.786263997174557971e+00
2.292458491698339706e+00	1.787355893291689757e+00
2.294458891778355714e+00	1.788447503609509770e+00
2.296459291858371721e+00	1.789538828451898489e+00
2.298459691938387728e+00	1.790629868142087133e+00
2.300460092018403735e+00	1.791720623002660107e+00
2.302460492098419742e+00	1.792811093355556995e+00
2.304460892178435749e+00	1.793901279522073899e+00
2.306461292258451756e+00	1.794991181822865434e+00
2.308461692338467763e+00	1.796080800577946945e+00
2.310462092418483770e+00	1.797170136106696070e+00
2.312462492498499778e+00	1.798259188727854063e+00
2.314462892578515785e+00	1.799347958759528687e+00
2.316463292658531792e+00	1.800436446519194877e+00
2.318463692738547799e+00	1.801524652323697406e+00
2.320464092818563806e+00	1.802612576489252438e+00
2.322464492898579813e+00	1.803700219331448862e+00
2.324464892978595820e+00	1.804787581165250954e+00
2.326465293058611827e+00	1.805874662304999267e+00
2.328465693138627834e+00	1.806961463064412854e+00
2.330466093218643842e+00	1.808047983756590815e+00
2.332466493298659849e+00	1.809134224694014748e+00
2.334466893378675856e+00	1.810220186188549407e+00
2.336467293458691863e+00	1.811305868551444931e+00
2.338467693538707870e+00	1.812391272093339056e+00
2.340468093618723877e+00	1.813476397124258233e+00
2.342468493698739884e+00	1.814561243953619396e+00
2.344468893778755891e+00	1.815645812890231969e+00
2.346469293858771898e+00	1.816730104242299415e+00
2.348469693938787906e+00	1.817814118317421013e+00
2.350470094018803913e+00	1.818897855422593191e+00
2.352470494098819920e+00	1.819981315864211746e+00
2.354470894178835927e+00	1.821064499948073401e+00
2.356471294258851934e+00	1.822147407979377576e+00
2.358471694338867941e+00	1.823230040262727059e+00
2.360472094418883948e+00	1.824312397102131333e+00
2.362472494498899955e+00	1.825394478801007248e+00
2.364472894578915962e+00	1.826476285662180343e+00
2.366473294658931970e+00	1.827557817987887523e+00
2.368473694738947977e+00	1.828639076079777714e+00
2.370474094818963984e+00	1.829720060238914314e+00
2.372474494898979991e+00	1.830800770765776520e+00
2.374474894978995998e+00	1.831881207960260216e+00
2.376475295059012005e+00	1.832961372121681087e+00
2.378475695139028012e+00	1.834041263548774836e+00
2.380476095219044019e+00	1.835120882539699405e+00
2.382476495299060026e+00	1.836200229392037198e+00
2.384476895379076034e+00	1.837279304402795077e+00
2.386477295459092041e+00	1.838358107868407476e+00
2.388477695539108048e+00	1.839436640084737284e+00
2.390478095619123611e+00	1.840514901347077403e+00
2.392478495699139618e+00	1.841592891950152744e+00
2.394478895779155625e+00	1.842670612188121115e+00
2.396479295859171632e+00	1.843748062354575667e+00
2.398479695939187639e+00	1.844825242742545557e+00
2.400480096019203646e+00	1.845902153644498167e+00
2.402480496099219653e+00	1.846978795352339775e+00
2.404480896179235661e+00	1.848055168157418882e+00
2.406481296259251668e+00	1.849131272350525323e+00
2.408481696339267675e+00	1.850207108221893826e+00
2.410482096419283682e+00	1.851282676061204668e+00
2.412482496499299689e+00	1.852357976157584796e+00
2.414482896579315696e+00	1.853433008799610482e+00
2.416483296659331703e+00	1.854507774275307774e+00
2.418483696739347710e+00	1.855582272872154270e+00
2.420484096819363717e+00	1.856656504877081337e+00
2.422484496899379725e+00	1.857730470576474113e+00
2.424484896979395732e+00	1.858804170256174837e+00
2.426485297059411739e+00	1.859877604201482626e+00
2.428485697139427746e+00	1.860950772697156141e+00
2.430486097219443753e+00	1.862023676027414254e+00
2.432486497299459760e+00	1.863096314475938486e+00
2.434486897379475767e+00	1.864168688325873013e+00
2.436487297459491774e+00	1.865240797859827548e+00
2.438487697539507781e+00	1.866312643359878232e+00
2.440488097619523788e+00	1.867384225107568740e+00
2.442488497699539796e+00	1.868455543383912287e+00
2.444488897779555803e+00	1.869526598469392509e+00
2.446489297859571810e+00	1.870597390643965685e+00
2.448489697939587817e+00	1.871667920187061185e+00
2.450490098019603824e+00	1.872738187377583463e+00
2.452490498099619831e+00	1.873808192493913394e+00
2.454490898179635838e+00	1.874877935813910046e+00
2.456491298259651845e+00	1.875947417614911350e+00
2.458491698339667852e+00	1.877016638173735652e+00
2.460492098419683860e+00	1.878085597766683934e+00
2.462492498499699867e+00	1.879154296669539814e+00
2.464492898579715874e+00	1.880222735157572433e+00
2.466493298659731881e+00	1.881290913505536455e+00
2.468493698739747888e+00	1.882358831987674730e+00
2.470494098819763895e+00	1.883426490877718518e+00
2.472494498899779902e+00	1.884493890448889708e+00
2.474494898979795909e+00	1.885561030973901264e+00
2.476495299059811916e+00	1.886627912724959888e+00
2.478495699139827924e+00	1.887694535973766019e+00
2.480496099219843931e+00	1.888760900991516278e+00
2.482496499299859938e+00	1.889827008048903911e+00
2.484496899379875945e+00	1.890892857416120787e+00
2.486497299459891952e+00	1.891958449362858508e+00
2.488497699539907959e+00	1.893023784158309297e+00
2.490498099619923966e+00	1.894088862071168222e+00
2.492498499699939973e+00	1.895153683369633857e+00
2.494498899779955980e+00	1.896218248321409838e+00
2.496499299859971988e+00	1.897282557193705976e+00
2.498499699939987995e+00	1.898346610253239586e+00
2.500500100020004002e+00	1.899410407766237041e+00
2.502500500100020009e+00	1.900473949998435108e+00
2.504500900180036016e+00	1.901537237215081610e+00
2.506501300260052023e+00	1.902600269680937650e+00
2.508501700340068030e+00	1.903663047660277829e+00
2.510502100420084037e+00	1.904725571416892693e+00
2.512502500500100044e+00	1.905787841214088729e+00
2.514502900580116052e+00	1.906849857314691032e+00
2.516503300660132059e+00	1.907911619981043527e+00
2.518503700740148066e+00	1.908973129475010300e+00
2.520504100820164073e+00	1.910034386057977374e+00
2.522504500900180080e+00	1.911095389990853821e+00
2.524504900980196087e+00	1.912156141534072651e+00
2.526505301060212094e+00	1.913216640947592362e+00
2.528505701140228101e+00	1.914276888490898054e+00
2.530506101220244108e+00	1.915336884423002761e+00
2.532506501300260116e+00	1.916396629002448782e+00
2.534506901380276123e+00	1.917456122487308567e+00
2.536507301460292130e+00	1.918515365135186057e+00
2.538507701540308137e+00	1.919574357203218451e+00
2.540508101620324144e+00	1.920633098948076434e+00
2.542508501700340151e+00	1.921691590625966173e+00
2.544508901780356158e+00	1.922749832492630206e+00
2.546509301860372165e+00	1.923807824803348776e+00
2.548509701940388172e+00	1.924865567812940714e+00
2.550510102020404180e+00	1.925923061775765222e+00
2.552510502100420187e+00	1.926980306945722088e+00
2.554510902180436194e+00	1.928037303576254580e+00
2.556511302260452201e+00	1.929094051920348329e+00
2.558511702340468208e+00	1.930150552230534444e+00
2.560512102420484215e+00	1.931206804758889950e+00
2.562512502500500222e+00	1.932262809757038902e+00
2.564512902580516229e+00	1.933318567476153271e+00
2.566513302660532236e+00	1.934374078166954725e+00
2.568513702740548243e+00	1.935429342079715953e+00
2.570514102820564251e+00	1.936484359464260452e+00
2.572514502900580258e+00	1.937539130569965629e+00
2.574514902980596265e+00	1.938593655645761915e+00
2.576515303060612272e+00	1.939647934940135876e+00
2.578515703140628279e+00	1.940701968701129987e+00
2.580516103220644286e+00	1.941755757176343966e+00
2.582516503300660293e+00	1.942809300612936330e+00
2.584516903380676300e+00	1.943862599257625723e+00
2.586517303460692307e+00	1.944915653356690699e+00
2.588517703540708315e+00	1.945968463155972605e+00
2.590518103620724322e+00	1.947021028900875583e+00
2.592518503700740329e+00	1.948073350836367901e+00
2.594518903780756336e+00	1.949125429206983284e+00
2.596519303860772343e+00	1.950177264256821807e+00
2.598519703940788350e+00	1.951228856229551223e+00
2.600520104020804357e+00	1.952280205368407184e+00
2.602520504100820364e+00	1.953331311916196134e+00
2.604520904180836371e+00	1.954382176115294634e+00
2.606521304260852379e+00	1.955432798207651146e+00
2.608521704340868386e+00	1.956483178434787362e+00
2.610522104420884393e+00	1.957533317037798870e+00
2.612522504500900400e+00	1.958583214257356264e+00
2.614522904580916407e+00	1.959632870333706700e+00
2.616523304660932414e+00	1.960682285506674338e+00
2.618523704740947977e+00	1.961731460015661455e+00
2.620524104820963984e+00	1.962780394099650438e+00
2.622524504900979991e+00	1.963829087997203571e+00
2.624524904980995998e+00	1.964877541946464801e+00
2.626525305061012006e+00	1.965925756185160633e+00
2.628525705141028013e+00	1.966973730950601240e+00
2.630526105221044020e+00	1.968021466479681125e+00
2.632526505301060027e+00	1.969068963008881123e+00
2.634526905381076034e+00	1.970116220774268401e+00
2.636527305461092041e+00	1.971163240011497786e+00
2.638527705541108048e+00	1.972210020955813325e+00
2.640528105621124055e+00	1.973256563842048728e+00
2.642528505701140062e+00	1.974302868904628472e+00
2.644528905781156070e+00	1.975348936377568920e+00
2.646529305861172077e+00	1.976394766494479205e+00
2.648529705941188084e+00	1.977440359488563226e+00
2.650530106021204091e+00	1.978485715592618543e+00
2.652530506101220098e+00	1.979530835039039705e+00
2.654530906181236105e+00	1.980575718059817580e+00
2.656531306261252112e+00	1.981620364886541141e+00
2.658531706341268119e+00	1.982664775750398567e+00
2.660532106421284126e+00	1.983708950882177913e+00
2.662532506501300134e+00	1.984752890512267554e+00
2.664532906581316141e+00	1.985796594870658849e+00
2.666533306661332148e+00	1.986840064186945254e+00
2.668533706741348155e+00	1.987883298690324319e+00
2.670534106821364162e+00	1.988926298609598575e+00
2.672534506901380169e+00	1.989969064173176427e+00
2.674534906981396176e+00	1.991011595609073037e+00
2.676535307061412183e+00	1.992053893144911214e+00
2.678535707141428190e+00	1.993095957007922747e+00
2.680536107221444198e+00	1.994137787424949293e+00
2.682536507301460205e+00	1.995179384622442820e+00
2.684536907381476212e+00	1.996220748826466940e+00
2.686537307461492219e+00	1.997261880262698464e+00
2.688537707541508226e+00	1.998302779156426956e+00
2.690538107621524233e+00	1.999343445732556956e+00
2.692538507701540240e+00	2.000383880215608645e+00
2.694538907781556247e+00	2.001424082829717843e+00
2.696539307861572254e+00	2.002464053798638233e+00
2.698539707941588262e+00	2.003503793345742245e+00
2.700540108021604269e+00	2.004543301694020396e+00
2.702540508101620276e+00	2.005582579066083948e+00
2.704540908181636283e+00	2.006621625684165355e+00
2.706541308261652290e+00	2.007660441770118709e+00
2.708541708341668297e+00	2.008699027545421512e+00
2.710542108421684304e+00	2.009737383231174235e+00
2.712542508501700311e+00	2.010775509048102982e+00
2.714542908581716318e+00	2.011813405216559048e+00
2.716543308661732326e+00	2.012851071956520244e+00
2.718543708741748333e+00	2.013888509487592238e+00
2.720544108821764340e+00	2.014925718029008550e+00
2.722544508901780347e+00	2.015962697799632330e+00
2.724544908981796354e+00	2.016999449017956803e+00
2.726545309061812361e+00	2.018035971902106596e+00
2.728545709141828368e+00	2.019072266669837745e+00
2.730546109221844375e+00	2.020108333538539025e+00
2.732546509301860382e+00	2.021144172725234167e+00
2.734546909381876389e+00	2.022179784446579642e+00
2.736547309461892397e+00	2.023215168918869544e+00
2.738547709541908404e+00	2.024250326358032481e+00
2.740548109621924411e+00	2.025285256979635573e+00
2.742548509701940418e+00	2.026319960998883563e+00
2.744548909781956425e+00	2.027354438630620148e+00
2.746549309861972432e+00	2.028388690089329316e+00
2.748549709941988439e+00	2.029422715589134896e+00
2.750550110022004446e+00	2.030456515343803225e+00
2.752550510102020453e+00	2.031490089566743595e+00
2.754550910182036461e+00	2.032523438471006472e+00
2.756551310262052468e+00	2.033556562269288825e+00
2.758551710342068475e+00	2.034589461173931912e+00
2.760552110422084482e+00	2.035622135396921717e+00
2.762552510502100489e+00	2.036654585149892505e+00
2.764552910582116496e+00	2.037686810644125934e+00
2.766553310662132503e+00	2.038718812090550614e+00
2.768553710742148510e+00	2.039750589699746097e+00
2.770554110822164517e+00	2.040782143681941108e+00
2.772554510902180525e+00	2.041813474247015758e+00
2.774554910982196532e+00	2.042844581604501997e+00
2.776555311062212539e+00	2.043875465963583160e+00
2.778555711142228546e+00	2.044906127533097973e+00
2.780556111222244553e+00	2.045936566521537436e+00
2.782556511302260560e+00	2.046966783137048829e+00
2.784556911382276567e+00	2.047996777587434813e+00
2.786557311462292574e+00	2.049026550080155218e+00
2.788557711542308581e+00	2.050056100822326588e+00
2.790558111622324589e+00	2.051085430020724409e+00
2.792558511702340596e+00	2.052114537881783107e+00
2.794558911782356603e+00	2.053143424611596934e+00
2.796559311862372610e+00	2.054172090415920859e+00
2.798559711942388617e+00	2.055200535500171899e+00
2.800560112022404624e+00	2.056228760069428230e+00
2.802560512102420631e+00	2.057256764328432741e+00
2.804560912182436638e+00	2.058284548481590370e+00
2.806561312262452645e+00	2.059312112732972544e+00
2.808561712342468653e+00	2.060339457286314957e+00
2.810562112422484660e+00	2.061366582345020237e+00
2.812562512502500667e+00	2.062393488112157947e+00
2.814562912582516674e+00	2.063420174790465023e+00
2.816563312662532681e+00	2.064446642582348002e+00
2.818563712742548688e+00	2.065472891689881685e+00
2.820564112822564695e+00	2.066498922314811804e+00
2.822564512902580702e+00	2.067524734658555019e+00
2.824564912982596709e+00	2.068550328922199366e+00
2.826565313062612717e+00	2.069575705306505142e+00
2.828565713142628724e+00	2.070600864011906683e+00
2.830566113222644731e+00	2.071625805238511919e+00
2.832566513302660738e+00	2.072650529186103263e+00
2.834566913382676745e+00	2.073675036054139387e+00
2.836567313462692752e+00	2.074699326041754333e+00
2.838567713542708759e+00	2.075723399347759734e+00
2.840568113622724766e+00	2.076747256170645262e+00
2.842568513702740773e+00	2.077770896708578174e+00
2.844568913782756781e+00	2.078794321159406433e+00
2.846569313862772344e+00	2.079817529720656477e+00
2.848569713942788351e+00	2.080840522589536334e+00
2.850570114022804358e+00	2.081863299962936509e+00
2.852570514102820365e+00	2.082885862037427316e+00
2.854570914182836372e+00	2.083908209009264212e+00
2.856571314262852379e+00	2.084930341074385574e+00
2.858571714342868386e+00	2.085952258428413586e+00
2.860572114422884393e+00	2.086973961266657351e+00
2.862572514502900400e+00	2.087995449784110225e+00
2.864572914582916408e+00	2.089016724175452477e+00
2.866573314662932415e+00	2.090037784635052187e+00
2.868573714742948422e+00	2.091058631356965680e+00
2.870574114822964429e+00	2.092079264534937533e+00
2.872574514902980436e+00	2.093099684362401902e+00
2.874574914982996443e+00	2.094119891032483416e+00
2.876575315063012450e+00	2.095139884737997171e+00
2.878575715143028457e+00	2.096159665671450067e+00
2.880576115223044464e+00	2.097179234025042138e+00
2.882576515303060471e+00	2.098198589990665219e+00
2.884576915383076479e+00	2.099217733759906057e+00
2.886577315463092486e+00	2.100236665524044533e+00
2.888577715543108493e+00	2.101255385474056769e+00
2.890578115623124500e+00	2.102273893800614690e+00
2.892578515703140507e+00	2.103292190694086017e+00
2.894578915783156514e+00	2.104310276344536046e+00
2.896579315863172521e+00	2.105328150941728538e+00
2.898579715943188528e+00	2.106345814675124828e+00
2.900580116023204535e+00	2.107363267733886936e+00
2.902580516103220543e+00	2.108380510306875344e+00
2.904580916183236550e+00	2.109397542582652108e+00
2.906581316263252557e+00	2.110414364749480853e+00
2.908581716343268564e+00	2.111430976995325892e+00
2.910582116423284571e+00	2.112447379507856215e+00
2.912582516503300578e+00	2.113463572474442387e+00
2.914582916583316585e+00	2.114479556082160094e+00
2.916583316663332592e+00	2.115495330517789263e+00
2.918583716743348599e+00	2.116510895967815387e+00
2.920584116823364607e+00	2.117526252618429528e+00
2.922584516903380614e+00	2.118541400655530982e+00
2.924584916983396621e+00	2.119556340264724614e+00
2.926585317063412628e+00	2.120571071631323523e+00
2.928585717143428635e+00	2.121585594940351260e+00
2.930586117223444642e+00	2.122599910376538723e+00
2.932586517303460649e+00	2.123614018124327707e+00
2.934586917383476656e+00	2.124627918367870461e+00
2.936587317463492663e+00	2.125641611291031019e+00
2.938587717543508671e+00	2.126655097077384760e+00
2.940588117623524678e+00	2.127668375910219734e+00
2.942588517703540685e+00	2.128681447972537555e+00
2.944588917783556692e+00	2.129694313447053844e+00
2.946589317863572699e+00	2.130706972516198228e+00
2.948589717943588706e+00	2.131719425362115672e+00
2.950590118023604713e+00	2.132731672166667369e+00
2.952590518103620720e+00	2.133743713111430296e+00
2.954590918183636727e+00	2.134755548377699430e+00
2.956591318263652735e+00	2.135767178146486422e+00
2.958591718343668742e+00	2.136778602598521815e+00
2.960592118423684749e+00	2.137789821914255484e+00
2.962592518503700756e+00	2.138800836273855754e+00
2.964592918583716763e+00	2.139811645857212952e+00
2.966593318663732770e+00	2.140822250843935848e+00
2.968593718743748777e+00	2.141832651413357436e+00
2.970594118823764784e+00	2.142842847744530488e+00
2.972594518903780791e+00	2.143852840016231553e+00
2.974594918983796799e+00	2.144862628406960514e+00
2.976595319063812806e+00	2.145872213094941028e+00
2.978595719143828813e+00	2.146881594258120973e+00
2.980596119223844820e+00	2.147890772074174226e+00
2.982596519303860827e+00	2.148899746720499770e+00
2.984596919383876834e+00	2.149908518374222588e+00
2.986597319463892841e+00	2.150917087212195877e+00
2.988597719543908848e+00	2.151925453410999278e+00
2.990598119623924855e+00	2.152933617146941092e+00
2.992598519703940863e+00	2.153941578596058282e+00
2.994598919783956870e+00	2.154949337934117359e+00
2.996599319863972877e+00	2.155956895336614831e+00
2.998599719943988884e+00	2.156964250978777642e+00
3.000600120024004891e+00	2.157971405035563617e+00
3.002600520104020898e+00	2.158978357681662796e+00
3.004600920184036905e+00	2.159985109091497435e+00
3.006601320264052912e+00	2.160991659439222445e+00
3.008601720344068919e+00	2.161998008898727175e+00
3.010602120424084926e+00	2.163004157643634073e+00
3.012602520504100934e+00	2.164010105847300025e+00
3.014602920584116941e+00	2.165015853682819014e+00
3.016603320664132948e+00	2.166021401323018569e+00
3.018603720744148955e+00	2.167026748940463765e+00
3.020604120824164962e+00	2.168031896707457218e+00
3.022604520904180969e+00	2.169036844796038643e+00
3.024604920984196976e+00	2.170041593377985301e+00
3.026605321064212983e+00	2.171046142624813324e+00
3.028605721144228990e+00	2.172050492707779501e+00
3.030606121224244998e+00	2.173054643797879049e+00
3.032606521304261005e+00	2.174058596065847837e+00
3.034606921384277012e+00	2.175062349682162832e+00
3.036607321464293019e+00	2.176065904817043428e+00
3.038607721544309026e+00	2.177069261640449671e+00
3.040608121624325033e+00	2.178072420322084923e+00
3.042608521704341040e+00	2.179075381031396308e+00
3.044608921784357047e+00	2.180078143937573820e+00
3.046609321864373054e+00	2.181080709209552548e+00
3.048609721944389062e+00	2.182083077016012229e+00
3.050610122024405069e+00	2.183085247525378136e+00
3.052610522104421076e+00	2.184087220905820637e+00
3.054610922184437083e+00	2.185088997325258742e+00
3.056611322264453090e+00	2.186090576951356113e+00
3.058611722344469097e+00	2.187091959951525943e+00
3.060612122424485104e+00	2.188093146492928742e+00
3.062612522504501111e+00	2.189094136742473662e+00
3.064612922584517118e+00	2.190094930866819389e+00
3.066613322664533126e+00	2.191095529032375033e+00
3.068613722744549133e+00	2.192095931405298792e+00
3.070614122824565140e+00	2.193096138151501062e+00
3.072614522904580703e+00	2.194096149436641774e+00
3.074614922984596710e+00	2.195095965426135720e+00
