X          Y          Z          Atten_Azim          Atten_Azim_pre          Phase_Azim          Phase_Azim_pre          Atten_Geosignal          Atten_Geosignal_pre          Phase_Geosignal          Phase_Geosignal_pre          Atten_Coaxial          Atten_Coaxial_pre          Phase_Coaxial          Phase_Coaxial_pre
   0.0000000000000000        0.0000000000000000        50.000000000000000               -7.534722          -7.526469254907608          0.2791953          0.11468034496529109          0.01235387          -0.11058346892058851          0.06919842          -0.26167022489867214          1.267337          1.2371949574182033          0.1467407          0.0167119305683851
  0.30104149289743731        0.0000000000000000        50.042308622691863               -7.534069          -7.526408793800831          0.2775276          0.11097512249302871          0.01207267          -0.11215108066170217          0.06765223          -0.26439417660515313          1.266756          1.2369517240040302          0.1452584          0.014585886833906148
  0.60208298579487463        0.0000000000000000        50.084617245383726               -7.534358          -7.526488273190021          0.2778169          0.10815258093392856          0.01253812          -0.11339559782222511          0.06937724          -0.2669403246754408          1.266706          1.2368469021840094          0.1448459          0.015651060691738102
  0.90312447869231194        0.0000000000000000        50.126925868075588               -7.534567          -7.526531135289193          0.2779067          0.10493764854922301          0.01297136          -0.11467528087619544          0.07091977          -0.26947580452755693          1.266596          1.2366670882687567          0.1442961          0.016513086637639975
   1.2041659715897493        0.0000000000000000        50.169234490767451               -7.53557          -7.526383246854305          0.2796086          0.10364551058776385          0.01409925          -0.11532032746322156          0.07547619          -0.27196369575939777          1.266971          1.2366459484357832          0.1447842          0.02018253802504537
   1.5052074644871865        0.0000000000000000        50.211543113459314               -7.536828          -7.525902822332144          0.2816981          0.10339626435868747          0.01558557          -0.11563847088913919          0.08139668          -0.27472603213322166          1.26749          1.2364974264867306          0.1455586          0.025269659329330896
   1.8062489573846237        0.0000000000000000        50.253851736151177               -7.537961          -7.52505367021513          0.2834085          0.10413064111962325          0.01709466          -0.11582318704425097          0.08721156          -0.27745605008140806          1.267924          1.23620159416008          0.1461465          0.02984171705666778
   2.1072904502820609        0.0000000000000000        50.296160358843039               -7.538852          -7.5243535419528484          0.2845668          0.10475521195161348          0.018499          -0.11528478071172239          0.09249954          -0.2801417217109204          1.268255          1.236221271751642          0.1465582          0.03361286537092922
   2.4083319431794981        0.0000000000000000        50.338468981534902               -7.539565          -7.5237084815530775          0.2853399          0.10392849237332351          0.01977316          -0.1149742544468403          0.09714682          -0.28292717255744937          1.268481          1.2362884512999057          0.1467618          0.03702991900455949
   2.7093734360769353        0.0000000000000000        50.380777604226765               -7.540144          -7.522966626611471          0.2858521          0.10328262183704383          0.02092513          -0.11499418601821662          0.1012307          -0.28558376806292535          1.268635          1.2361649545681477          0.146839          0.03975544583265779
   3.0104149289743725        0.0000000000000000        50.423086226918628               -7.540594          -7.522078728292227          0.286109          0.1025084238898278          0.02196219          -0.1147642747076273          0.1047979          -0.2884256977115393          1.268714          1.2361022870790959          0.1467646          0.04189427853980062
   3.3114564218718097        0.0000000000000000        50.465394849610490               -7.540934          -7.5213896703734395          0.2861728          0.10106864325764185          0.02286054          -0.1144991975035906          0.1077912          -0.29138665120602847          1.268727          1.2361720151052475          0.1465517          0.043512698436236355
   3.6124979147692469        0.0000000000000000        50.507703472302353               -7.541171          -7.5209417472443585          0.2861003          0.09935037891409404          0.02358596          -0.11489465511401893          0.1100947          -0.2942589120631695          1.268675          1.2361773627309798          0.1462129          0.044681598240625835
   3.9135394076666841        0.0000000000000000        50.550012094994216               -7.541324          -7.520502055909157          0.2858734          0.0973750628597737          0.02423712          -0.11557372502033712          0.1121185          -0.2970521025973916          1.26858          1.2361540922033787          0.1458014          0.04558795519273279
   4.2145809005641217        0.0000000000000000        50.592320717686079               -7.541414          -7.520575290489197          0.2855416          0.09441612381544119          0.02476854          -0.11649667103247643          0.1136375          -0.2998597266032577          1.268417          1.2359495037407875          0.1452105          0.04613474525955913
   4.5156223934615589        0.0000000000000000        50.634629340377941               -7.541432          -7.521239653026343          0.285136          0.09068457437949187          0.02513587          -0.11729596513047219          0.114531          -0.3027903488892198          1.268192          1.2356137731127739          0.1444674          0.04632676430585382
   4.8166638863589961        0.0000000000000000        50.676937963069804               -7.541409          -7.521779261307955          0.2846741          0.08709484657707221          0.02544104          -0.11784021128646137          0.1152002          -0.30578351621897226          1.267947          1.2352817189774512          0.1436948          0.04635480166900156
   5.1177053792564333        0.0000000000000000        50.719246585761667               -7.541347          -7.522228745639325          0.2841723          0.08367287048296934          0.02568266          -0.11881330360875131          0.1156791          -0.3085461663639188          1.267693          1.2349552213594912          0.1429374          0.046217627640092344
   5.4187468721538705        0.0000000000000000        50.761555208453530               -7.541259          -7.522741387699604          0.2836295          0.08001381941938407          0.02589031          -0.11988097568056584          0.1160261          -0.31133161721044783          1.267423          1.234652328495741          0.1421492          0.04602978960409162
   5.7197883650513077        0.0000000000000000        50.803863831145392               -7.541144          -7.5232446625461575          0.2830259          0.07621453427786834          0.02608562          -0.12089608934123518          0.1163272          -0.31416225109864476          1.267136          1.2343672749772072          0.1413289          0.04575267470122573
   6.0208298579487449        0.0000000000000000        50.846172453837255               -7.54102          -7.523624460484505          0.2825673          0.07349849124021536          0.02613478          -0.12117398876634837          0.1162719          -0.31564199571326973          1.266933          1.234076915611267          0.1407559          0.04541432029464242
   6.3218713508461821        0.0000000000000000        50.888481076529118               -7.540907          -7.52373118994999          0.2825886          0.07441398163576132          0.02579019          -0.11957121113178731          0.1152929          -0.3130349760451794          1.266979          1.2337311999633311          0.1408947          0.044949551812112305
